qd1,qd2,phrase1,phrase2,label
12489,12490,the assist concierg reach into the mailbox as he hung up the key and said madam left thi for monsieur,he open the note which said david did nt want to disturb you am at the cafe love catherin,hemingway
12491,12492,he put on the old trench coat found a boina in the pocket and walk out of the hotel into the rain,she wa at a corner tabl in the small cafe and befor her wa a cloud yellowting drink and a plate with one small dark red freshwat crayfish and the debri of other,hemingway
12493,12494,she wa veri far ahead of him,where have you been stranger,hemingway
12495,12496,just down the road a piec,he notic that her face wa rainwash and he concentr on what rain did to heavili tan skin,hemingway
12497,12498,she look veri nice too in spite of it and he wa happi to see her thi way,did you get go,hemingway
12499,12500,the girl ask,good enough,hemingway
12501,12502,you work then,that s fine,hemingway
12503,12504,the waiter had been serv three spaniard who were sit at a tabl next to the door,he came over now hold a glass and an ordinari pernod bottl and a small narrowlip pitcher of water,hemingway
12505,12506,there were lump of ice in the water,pour monsieur aussi,hemingway
12507,12508,he ask,ye the young man said,hemingway
12509,12510,pleas,the waiter pour their high glass half full of the offyellow liquid and start to pour the water slowli into the girl s glass,hemingway
12511,12512,but the young man said i ll do it and the waiter took the bottl away,he seem reliev to be take it away and the young man pour the water in a veri thin stream and the girl watch the absinth cloud opalesc,hemingway
12513,12514,it felt warm as her finger held the glass and then as it lost the yellow cast and began to look milki it cool sharpli and the young man let the water fall in a drop at a time,whi doe it have to go in so slowli,hemingway
12515,12516,the girl ask,it break up and goe to piec if the water pour in too fast he explain,hemingway
12517,12518,then it s flat and worthless,there ought to be a glass on top with ice and just a littl hole for the water to drip,hemingway
12519,12520,but everybodi would know what it wa then,i had to drink up fast befor becaus two gn,hemingway
12521,12522,s were in the girl said,whatyoumacallit nation,hemingway
12523,12524,in khaki with bicycl and black leather pistol holster,i had to engulp the evid,hemingway
12525,12526,engulp,sorri,hemingway
12527,12528,onc i engulp it i ca nt say it,you want to be care about absinth,hemingway
12529,12530,it onli make me feel easier about thing,and noth els doe,hemingway
12531,12532,he finish make the absinth for her hold it well short of mild,go ahead he told her,hemingway
12533,12534,do nt wait for me,she took a long sip and then he took her glass from her and drank and said thank you maam,hemingway
12535,12536,that put heart in a man,so make your own you clip reader she said,hemingway
12537,12538,what wa that,the young man said to her,hemingway
12539,12540,i did nt say it,but she had said it and he said to her whi do nt you just shut up about the clip,hemingway
12541,12542,whi,she said lean toward him and speak too loudli,hemingway
12543,12544,whi should i shut up,just becaus you wrote thi morn,hemingway
12545,12546,do you think i marri you becaus you re a writer,you and your clip,hemingway
12547,12548,all right the young man said,can you tell me the rest of it when we re by ourselv,hemingway
12549,12550,do nt ever think for a moment i wo nt she said,i guess not he said,hemingway
12551,12552,do nt guess she said,you can be certain,hemingway
12553,12554,david bourn stood up and went over to the hanger and lift hi raincoat and went out the door without look back,at the tabl catherin rais her glass and tast the absinth veri care and went on tast it in littl sip,hemingway
12555,12556,the door open and david came back in and walk up to the tabl,he wa wear hi trench coat and had hi boina pull low on hi forehead,hemingway
12557,12558,do you have the key to the car,ye she said,hemingway
12559,12560,may i have them,she gave them to him but said do nt be stupid david,hemingway
12561,12562,it wa the rain and you be the onli one who had work,sit down,hemingway
12563,12564,do you want me to,pleas she said,hemingway
12565,12566,he sat down,that did nt make much sens he thought,hemingway
12567,12568,you got up to go out and take the damn car and stay out and the hell with her and then you come back in and have to ask for the key and then sit down like a slob,he pick up hi glass and took a drink,hemingway
12569,12570,the drink wa good anyway,what are you go to do about lunch,hemingway
12571,12572,he ask,you say where and i ll eat it with you,hemingway
12573,12574,you do still love me do nt you,do nt be silli,hemingway
12575,12576,that wa a sordid quarrel catherin said,let s not mention the god damn clip,hemingway
12577,12578,that s what it wa all about,it wa you think about them when you were drink,hemingway
12579,12580,bring them up becaus you were drink,it sound like regurgit she said,hemingway
12581,12582,aw,actual my tongu just slip make a joke,hemingway
12583,12584,you had to have them in your head to bring them out that way,all right she said,hemingway
12585,12586,i thought mayb it wa all over,it is,hemingway
12587,12588,well whi do you keep on insist and insist about it for then,we should nt have taken thi drink,hemingway
12589,12590,no,of cours not,hemingway
12591,12592,especi me,but you certainli need it,hemingway
12593,12594,do you think it will do you ani good,do we have to do thi now,hemingway
12595,12596,he ask,i m certainli go to stop it,hemingway
12597,12598,it bore me,that s the one damn word in the languag i ca nt stand,hemingway
12599,12600,lucki you with onli one word like that in the languag,oh shit he said,hemingway
12601,12602,eat lunch by yourself,no,hemingway
12603,12604,i wo nt,we ll eat lunch togeth and behav like human be,hemingway
12605,12606,all right,i m sorri,hemingway
12607,12608,it realli wa a joke and it just misfir,truli david that wa all,hemingway
12609,12610,the hill show green and new wash and the cloud had gone from the mountain,catherin wa still sleep and he look at her and watch her regular breath and the sun on her face and thought how strang that the sun on her eye should not wake her,hemingway
12611,12612,after he had taken a shower and brush hi teeth and shave he wa hungri for breakfast but he pull on a pair of short and a sweater and found hi notebook and pencil and the sharpen and sat at the tabl by the window that look out over the estuari of the river to spain,he start to write and he forgot about catherin and what he saw from the window and the write went by itself as it did with him when he wa lucki,hemingway
12613,12614,he wrote it exactli and the sinist part onli show as the light feather of a smooth swell on a calm day mark the reef beneath,when he had work for a time he look at catherin still sleep her lip smile now and the rectangl of sunlight from the open window fall across the brown of her bodi and light her dark face and tawni head against the rumpl white of the sheet and the unus pillow,hemingway
12615,12616,it s too late to get breakfast now he thought,i ll leav a note and go down to the cafe and get a café creme and someth,hemingway
12617,12618,but while he wa put hi work away catherin woke and came over to him as he wa close the suitcas and put her arm around him and kiss him on the back of hi neck and said i m your lazi nake wife,what did you wake up for,hemingway
12619,12620,i do nt know,but tell me where you re go and i ll be there in five minut,hemingway
12621,12622,i m go to the cafe to get some breakfast,go ahead and i ll join you,hemingway
12623,12624,you work did nt you,sure,hemingway
12625,12626,were nt you wonder to after yesterday and everyth,i m so proud,hemingway
12627,12628,kiss me and look at us in the mirror on the bath room door,he kiss her and they look into the full length mirror,hemingway
12629,12630,it s so nice not to feel overdress she said,you be good and do nt get in ani troubl on your way to the cafe,hemingway
12631,12632,order me an oeuf au jambon too,do nt wait for me,hemingway
12633,12634,i m sorri i made you wait so long for breakfast,at the cafe he found the morn paper and the pari paper of the day befor and had hi coffe and milk and the bayonn ham with a big beauti fresh egg that he ground coars pepper over spars and spread a littl mustard on befor he broke the yolk,hemingway
12635,12636,when catherin had not come and her egg wa in danger of get cold he ate it too swab the flat dish clean with a piec of the fresh bake bread,here come madam the waiter said,hemingway
12637,12638,i ll bring anoth plat for her,she had put on a skirt and cashmer sweater and pearl and the towel her head but comb it damp and straight and wet and the tawni color of her hair did not show to make the contrast with her incred darken face,hemingway
12639,12640,it s such a beauti day she said,i m sorri to be late,hemingway
12641,12642,where are you dress for,biarritz,hemingway
12643,12644,i thought i d drive in,do you want to come,hemingway
12645,12646,you want to go alon,ye she said,hemingway
12647,12648,but you re welcom,as he stood she said i m go to bring you back a surpris,hemingway
12649,12650,no do nt,ye,hemingway
12651,12652,and you ll like it,let me go along and keep you from do anyth crazi,hemingway
12653,12654,no,it s better if i do it alon,hemingway
12655,12656,i ll be back in the afternoon,and do nt wait for lunch,hemingway
12657,12658,david read the paper and then walk out through the town look for chalet that might be for rent or for a part of town that might be good to live in and found the newli built up area pleasant but dull,he love the view across the bay and the estuari to the spanish side and the old gray stone of fuenterrabiá and shine white of the hous that spread out from it and the brown mountain with the blue shadow,hemingway
12659,12660,he wonder whi the storm had gone so quickli and thought it must have been onli the northern edg of a storm that came in across the bay of biscay,biscay wa vizcaya but that wa the basqu provinc further down the coast well beyond san sebastian,hemingway
12661,12662,the mountain that he saw beyond the roof of the border town of irun were in guipuzcoa and beyond them would be navarra and navarra wa navarr,and what are we do here he thought and what am i do walk through a beach resort town look at newli plant magnolia and bloodi mimosa and watch for torent sign on phoni basqu villa,hemingway
12663,12664,you did nt work hard enough thi morn to make your brain that stupid or are you just hung over from yesterday,you did nt work at all realli,hemingway
12665,12666,and you better soon becaus everyth s go too fast and you re go with it and you ll be through befor ever you know it,mayb you re through now,hemingway
12667,12668,all right,do nt start,hemingway
12669,12670,at least you rememb that much,and he walk on through the town hi vision sharpen by spleen and temper by the ash beauti of the day,hemingway
12671,12672,the breez from the sea wa blow through the room and he wa read with hi shoulder and the small of hi back against two pillow and anoth fold behind hi head,he wa sleepi after lunch but he felt hollow with wait for her and he read and wait,hemingway
12673,12674,then he heard the door open and she came in and for an instant he did not know her,she stood there with her hand below her breast on the cashmer sweater and breath as though she had been run,hemingway
12675,12676,oh no she said,no,hemingway
12677,12678,then she wa on the bed push her head against him say no,no,hemingway
12679,12680,pleas david,do nt you at all,hemingway
12681,12682,he held her head close against hi chest and felt it smooth close clip and coars silki and she push it hard against him again and again,what did you do devil,hemingway
12683,12684,she rais her head and look at him and her lip press against hi and she move them from side to side and move on the bed so her bodi wa press against hi,now i can tell she said,hemingway
12685,12686,i m so glad,it wa such a big chanc,hemingway
12687,12688,i m your new girl now so we d better find out,let me see,hemingway
12689,12690,i ll show you but let me go a minut,she came back and stood by the bed with the sun on her through the window,hemingway
12691,12692,she had drop the skirt and wa bare foot wear onli the sweater and the pearl,take a good look she said,hemingway
12693,12694,becaus thi is how i am,he took a good look at the long dark leg the straight stand bodi the dark face and the sculptur tawni head and she look at him and said thank you,hemingway
12695,12696,how did you do it,can i tell you in bed,hemingway
12697,12698,if you tell me in a hurri,no,hemingway
12699,12700,not in a hurri,let me tell,hemingway
12701,12702,first i had the idea on the road somewher after aix en provenc,at nime when we were walk in the garden i think,hemingway
12703,12704,but i did nt know how it would work or how to tell them how to do it,then i thought it out and yesterday i decid,hemingway
12705,12706,david stroke hi hand over her head from her neck over the top of her head to her forehead,let me tell she said,hemingway
12707,12708,i knew they must have good coiffeur in biarritz becaus of the english,so when i got there i went to the best place and i told the coiffeur that i want it all brush forward and he brush it and it came down to my nose and i could hardli see through it and i said i want it cut like a boy when he would first go to public school,hemingway
12709,12710,he ask me what school so i said eton or winchest becaus they were the onli school i could rememb except rugbi and i did nt want rugbi certainli,he said which,hemingway
12711,12712,so i said eton but forward all the way,so after he wa finish and i look like the most attract girl who ever went to eton i just had him keep on shorten it until eton wa all gone and then i had him keep on shorten it,hemingway
12713,12714,then he said veri sever that is not an eton crop mademoisel,and i said i did nt want an eton crop monsieur,hemingway
12715,12716,that wa the onli way i knew how to explain what i want and it is madam not mademoisel,so then i had him shorten it some more and then i kept him shorten it and it is either wonder or terribl,hemingway
12717,12718,you do nt mind it on my forehead,when it wa eton it fell in my eye,hemingway
12719,12720,it s wonder,it s aw classic she said,hemingway
12721,12722,but it feel like an anim,feel it,hemingway
12723,12724,he felt it,do nt worri about it be too classic she said,hemingway
12725,12726,my mouth balanc it,now can we make love,hemingway
12727,12728,she bent her head forward and he pull the sweater over her head and down off her arm and bent over her neck to unhook the safeti clasp,no leav them,hemingway
12729,12730,she lay back on the bed her brown leg tight togeth and her head against the flat sheet the pearl slant away from the dark rise of her breast,her eye were shut and her arm were by her side,hemingway
12731,12732,she wa a new girl and he saw her mouth wa chang too,she wa breath veri care and she said you do everyth,hemingway
12733,12734,from the begin,from the veri begin,hemingway
12735,12736,is thi the begin,oh ye,hemingway
12737,12738,and do nt wait too long,i thought you would nt and it wa love,hemingway
12739,12740,you were so loyal to me,did you think it wa a dream,hemingway
12741,12742,do nt wake,i m go to sleep but if i do nt i ll be a wild girl,hemingway
12743,12744,she stay awak and take care of you,you sleep and know i m here,hemingway
12745,12746,pleas sleep,in the morn when he woke there wa the love bodi that he knew close against him and he look and saw the waxedwood dark shoulder and neck and the fair tawni head close and smooth lie as a small anim and he shift down in the bed and turn toward her and kiss her forehead with her hair under hi lip and then her eye and then gentli her mouth,hemingway
12747,12748,i m asleep,so wa i,hemingway
12749,12750,i know,feel how strang,hemingway
12751,12752,all night it wa wonder how strang,not strang,hemingway
12753,12754,say so if you want,oh we fit so wonder,hemingway
12755,12756,can we both go to sleep,do you want to be asleep,hemingway
12757,12758,us both asleep,i ll tri,hemingway
12759,12760,are you asleep,no,hemingway
12761,12762,pleas tri,i m tri,hemingway
12763,12764,shut your eye then,how can you sleep if you wo nt shut your eye,hemingway
12765,12766,i like to see you in the morn all new and strang,wa i good to invent it,hemingway
12767,12768,do nt talk,it s the onli way to slow thing,hemingway
12769,12770,i have alreadi,could nt you tell,hemingway
12771,12772,of cours you could,let s have breakfast in bed she said,hemingway
12773,12774,and can we have champagn if it s not wick,in the brut they have lanson and perrierjouet of the good,hemingway
12775,12776,may i ring,ye he said and went under the shower,hemingway
12777,12778,befor he put it on full forc he could hear her voic on the telephon,when he came out she wa sit back veri formal against two pillow with all the pillow neatli shaken out and place two and two at the head of the bed,hemingway
12779,12780,do i look all right with my head wet,it s just damp,hemingway
12781,12782,you dri it with the towel,i can cut it shorter on the forehead,hemingway
12783,12784,i can do that myself,or you can,hemingway
12785,12786,i d like it if it came over your eye,mayb it will she said,hemingway
12787,12788,who know,mayb we ll get tire of be classic,hemingway
12789,12790,and today we ll stay on the beach all through noon,we ll go way far down it and we can tan realli when the peopl all come in for lunch and then we ll ride to st,hemingway
12791,12792,jean to eat when we re hungri at the bar basqu,but first you ll make us go to the beach becaus we need to,hemingway
12793,12794,good,david move a chair over and put hi hand close on her and she look at him and said two day ago i understood everyth and then the absinth made me turn on it,hemingway
12795,12796,i know david told her,you could nt help it,hemingway
12797,12798,but i hurt you about the clip,no he said,hemingway
12799,12800,you tri,you did nt make it,hemingway
12801,12802,i m so sorri david,pleas believ me,hemingway
12803,12804,everybodi ha strang thing that mean thing to them,you could nt help it,hemingway
12805,12806,no the girl said and shook her head,it s all right then david said,hemingway
12807,12808,do nt cri,it s all right,hemingway
12809,12810,i never cri she said,but i ca nt help it,hemingway
12811,12812,i know it and you re beauti when you cri,no,hemingway
12813,12814,do nt say it,but i never cri befor did i,hemingway
12815,12816,never,but will it be bad for you if we stay here just two day on the beach,hemingway
12817,12818,we have nt had ani chanc to swim and it would be silli to have been here and not to swim,where are we go to go when we leav here,hemingway
12819,12820,oh,we have nt decid yet,hemingway
12821,12822,we ll probabl decid tonight or in the morn,where would you suggest,hemingway
12823,12824,i think anywher would be fine david said,well mayb that s where we will go,hemingway
12825,12826,it s a big place,it s nice to be alon though and i ll pack us nice,hemingway
12827,12828,there s noth much to do except put in toilet thing and close two bag,we can leav in the morn if you want,hemingway
12829,12830,truli i do nt want to do anyth to you or have ani bad effect on you,the waiter knock on the door,hemingway
12831,12832,there wa no more perrierjouet madam so i brought the lanson,she had stop cri and david s hand wa still close on her and he said i know,hemingway
12833,12834,it wa cool and veri old,there were wine cask around the wall,hemingway
12835,12836,the tabl were old and thick and the chair were worn,the light came from the door,hemingway
12837,12838,the waiter brought them glass of manzanilla from the lowland near cadiz call the marisma with thin slice of jamón serrano a smoki hard cure ham from pig that fed on acorn and bright red spici salchichón anoth even spicier dark sausag from a town call vich and anchovi and garlic oliv,they ate these and drank more of the manzanilla which wa light and nutti tast,hemingway
12839,12840,catherin had a spanishenglish method book with a green cover on the tabl close to her hand and david had a stack of the morn paper,it wa a hot day but cool in the old build and the waiter ask do you want gazpacho,hemingway
12841,12842,he wa an old man and he fill their glass again,do you think the señorita would like it,hemingway
12843,12844,tri her the waiter said grave as though he were speak of a mare,it came in a larg bowl with ice float with the slice of crisp cucumb tomato garlic bread green and red pepper and the coars pepper liquid that tast lightli of oil and vinegar,hemingway
12845,12846,it s a salad soup catherin said,it s delici,hemingway
12847,12848,es gazpacho the waiter said,they drank valdepeña now from a big pitcher and it start to build with the foundat of the marismeño onli held back temporarili by the dilut of the gazpacho which it move in on confid,hemingway
12849,12850,it built solidli,what is thi wine,hemingway
12851,12852,catherin ask,it s an african wine david said,hemingway
12853,12854,they alway say that africa begin at the pyrene catherin said,i rememb how impress i wa when i first heard it,hemingway
12855,12856,that s one of those easi say david said,it s more complic than that,hemingway
12857,12858,just drink it,but how can i tell about where africa begin if i ve never been there,hemingway
12859,12860,peopl are alway tell you tricki thing,sure,hemingway
12861,12862,you can tell,the basqu countri certainli wa nt like africa or anyth i ever heard about africa,hemingway
12863,12864,neither is asturia nor galicia but onc you re in from the coast it get to be africa fast enough,but whi did nt they ever paint that countri,hemingway
12865,12866,catherin ask,in all the background it is alway the mountain out by the escori,hemingway
12867,12868,the sierra david said,nobodi want to buy pictur of castilla the way you saw it,hemingway
12869,12870,they never did have landscap painter,the painter paint what wa order,hemingway
12871,12872,except greco s toledo,it s terribl to have such a wonder countri and no good painter ever paint it catherin said,hemingway
12873,12874,what should we eat after the gazpacho,david said,hemingway
12875,12876,the proprietor who wa a short middleag man heavili built and squar face had come over,he think we ought to have meat of some kind,hemingway
12877,12878,hay solomillo muy bueno the owner insist,no pleas catherin said,hemingway
12879,12880,just a salad,well at least drink a littl wine the proprietor said and refil the pitcher from the spigot of the cask behind the bar,hemingway
12881,12882,i should nt drink catherin said,i m sorri i m talk so much,hemingway
12883,12884,i m sorri if i talk stupidli,i usual do,hemingway
12885,12886,you talk veri interestingli and aw well for a hot day like thi,doe the wine make you talk,hemingway
12887,12888,it s a differ sort of talk than absinth catherin said,it doe nt feel danger,hemingway
12889,12890,i ve start on my good new life and i m read now and look outward and tri not to think about myself so much and i m go to keep it up but we ought not to be in ani town thi time of year,mayb we ll go,hemingway
12891,12892,the whole way here i saw wonder thing to paint and i ca nt paint at all and never could,but i know wonder thing to write and i ca nt even write a letter that is nt stupid,hemingway
12893,12894,i never want to be a painter nor a writer until i came to thi countri,now it s just like be hungri all the time and there s noth you can ever do about it,hemingway
12895,12896,the countri is here,you do nt have to do anyth about it,hemingway
12897,12898,it s alway here,the prado s here david said,hemingway
12899,12900,there s noth except through yourself she said,and i do nt want to die and it be gone,hemingway
12901,12902,you have everi mile we drove,all the yellow countri and the white hill and the chaff blow and the long line of poplar by the road,hemingway
12903,12904,you know what you saw and what you felt and it s your,do nt you have le grau du roi and aigu mort and all the camargu that we rode through on our bike,hemingway
12905,12906,thi will be the same,but what about when i m dead,hemingway
12907,12908,then you re dead,but i ca nt stand to be dead,hemingway
12909,12910,then do nt let it happen till it happen,look at thing and listen and feel,hemingway
12911,12912,what if i ca nt rememb,he had spoken about death as though it did not matter,hemingway
12913,12914,she drank the wine and look at the thick stone wall in which there were onli small window with bar high up that gave onto a narrow street where the sun did not shine,the doorway though gave onto an arcad and the bright sunlight on the worn stone of the squar,hemingway
12915,12916,when you start to live outsid yourself catherin said it s all danger,mayb i d better go back into our world your and my world that i made up we made up i mean,hemingway
12917,12918,i wa a great success in that world,it wa onli four week ago,hemingway
12919,12920,i think mayb i will be again,the salad came and then there wa it green on the dark tabl and the sun on the plaza beyond the arcad,hemingway
12921,12922,do you feel better,david ask,hemingway
12923,12924,ye she said,i wa think so much about myself that i wa get imposs again like a painter and i wa my own pictur,hemingway
12925,12926,it wa aw,now that i m all right again i hope it still last,hemingway
12927,12928,it had rain hard and now the heat wa broken,they were in the cool shutterslat dim of the big room in the palac and had bath togeth in the deep water in the long deep tub and then had turn the plug and let the full forc of the water splash and flow over them swirl as it drain away,hemingway
12929,12930,they had blot each other with the huge towel and then come to the bed,as they lay on the bed there wa a cool breez that came through the slat of the blind and move over them,hemingway
12931,12932,catherin lay prop on her elbow with her chin on her hand,do you think it would be fun if i went back to be a boy again,hemingway
12933,12934,it would nt be ani troubl,i like you the way you are now,hemingway
12935,12936,it s sort of tempt,but i should nt do it in spain i suppos,hemingway
12937,12938,it s such a formal countri,stay the way you are,hemingway
12939,12940,what make your voic be differ when you say it,i think i ll do it,hemingway
12941,12942,no,not now,hemingway
12943,12944,thank you for the not now,should i make love thi time as a girl and then do it,hemingway
12945,12946,you re a girl,you are a girl,hemingway
12947,12948,you re my love girl catherin,ye i am your girl and i love you and i love you and i love you,hemingway
12949,12950,do nt talk,ye i will,hemingway
12951,12952,i m your girl catherin and i love you pleas i love you alway alway you do nt have to keep say it,i can tell,hemingway
12953,12954,i like to say it and i have to say it and i ve been a fine girl and a good girl and i will again,i promis i will again,hemingway
12955,12956,you do nt have to say it,oh ye i do,hemingway
12957,12958,i say it and i said it and you said it,you now pleas,hemingway
12959,12960,pleas you,they lay quiet for a long time and she said i love you so much and you re such a good husband,hemingway
12961,12962,you bless,wa i what you want,hemingway
12963,12964,what do you think,i hope i wa,hemingway
12965,12966,you were,i promis truli and i will and i ll keep it,hemingway
12967,12968,now can i be a boy again,whi,hemingway
12969,12970,just for a littl while,whi,hemingway
12971,12972,i love it and i do nt miss it but i d like to be again in bed at night if it is nt bad for you,can i be again,hemingway
12973,12974,if it s not bad for you,the hell with if it s bad for me,hemingway
12975,12976,then can i,do you realli want to,hemingway
12977,12978,he had kept from say have to so she said i do nt have to but pleas if it s all right,can i pleas,hemingway
12979,12980,all right,he kiss her and held her to him,hemingway
12981,12982,nobodi can tell which way i am but us,i ll onli be a boy at night and wo nt embarrass you,hemingway
12983,12984,do nt worri about it pleas,all right boy,hemingway
12985,12986,i lie when i said i did nt have to,it came so suddenli today,hemingway
12987,12988,he shut hi eye and did not think and she kiss him and it had gone further now and he could tell and feel the desper,now you chang,hemingway
12989,12990,pleas,do nt make me chang you,hemingway
12991,12992,must i,all right i will,hemingway
12993,12994,you re chang now,you are,hemingway
12995,12996,you did it too,you are,hemingway
12997,12998,you did it too,i did it to you but you did it,hemingway
12999,13000,ye you did,you re my sweet dearest darl catherin,hemingway
13001,13002,you re my sweet my love catherin,you re my girl my dearest onli girl,hemingway
13003,13004,then she move away veri slowli lift herself lightli on her elbow and said i have a wonder surpris for myself for tomorrow,i m go to the prado in the morn and see all the pictur as a boy,hemingway
13005,13006,i give up david said,he walk in the street up the hill to the plaza santa ana and had breakfast at a cafe and read the local paper,hemingway
13007,13008,catherin had want to be at the prado at ten when it open and befor he left he had set the alarm to wake her at nine,outsid on the street walk up the hill he had thought of her sleep the beauti rumpl head that look like an ancient coin lie against the white sheet the pillow push away the upper sheet show the curv of her bodi,hemingway
13009,13010,it last a month he thought or almost,and the other time from le grau du roi to henday wa two month,hemingway
13011,13012,no less becaus she start think of it in nime,it wa nt two month,hemingway
13013,13014,we ve been marri three month and two week and i hope i make her happi alway but in thi i do not think anybodi can take care of anybodi,it s enough to stay in it,hemingway
13015,13016,the differ is that she ask thi time he told himself,she did ask,hemingway
13017,13018,when he had read the paper and then paid for hi breakfast and walk out into the heat that had come back to the plateau when the wind had chang he made hi way to the cool formal sad polit of the bank where he found mail that had been forward from pari,he open and read mail while he wait through the lengthi manywindow formal of cash a draft which had been sent from hi bank to thi their madrid correspond,hemingway
13019,13020,final with the heavi note button into hi jacket pocket he came out into the glare again and stop at the newsstand to buy the english and american paper that had come in on the morn sud express,he bought some bullfight weekli to wrap the english languag paper in and then walk down the carrera san geronimo to the cool friendli morn gloom of the buffet italiano,hemingway
13021,13022,there wa no one in the place yet and he rememb that he had made no rendezv with catherin,what will you drink,hemingway
13023,13024,the waiter ask him,beer he said,hemingway
13025,13026,thi is nt a beer place,do nt you have beer,hemingway
13027,13028,ye,but it s not a beer place,hemingway
13029,13030,up your he said and rerol the paper and went out and walk across the street and back on the other side to turn to the left into the call vittoria and on to the cervezería alvarez,he sat at a tabl under the awn in the passageway and drank a big cold glass of the draft beer,hemingway
13031,13032,the waiter wa probabl onli make convers he thought and what the man said wa quit true,it is nt a beer place,hemingway
13033,13034,he wa just be liter,he wa nt be insol,hemingway
13035,13036,that wa a veri bad thing to say and he had no defens against it,it wa a shitti thing to do,hemingway
13037,13038,he drank a second beer and call the waiter to pay,y la señora,hemingway
13039,13040,the waiter said,at the museo del prado,hemingway
13041,13042,i m go to get her,well until you get back the waiter said,hemingway
13043,13044,he walk back to the hotel by a downhil shortcut,the key wa at the desk so he rode up to their floor and left the paper and the mail on a tabl in the room and lock most of the money in hi suitcas,hemingway
13045,13046,the room wa made up and the shutter were lower against the heat so that the room wa darken,he wash and then sort through hi mail and took four letter out and put them in hi hip pocket,hemingway
13047,13048,he took the pari edit of the new york herald the chicago tribun and the london daili mail down with him to the bar of the hotel stop at the desk to leav the key and to ask the clerk to tell madam when she came in that he wa in the bar,he sat on a stool at the bar and order a marismeño and open and read hi letter while he ate the garlicflavor oliv from the saucer the bartend had place befor him with hi glass,hemingway
13049,13050,one of the letter had two cut of review of hi novel from monthli magazin and he read them with no feel that they dealt with him or with anyth that he had written,he put the cut back in the envelop,hemingway
13051,13052,they had been understand and percept review but to him they had meant noth,he read the letter from the publish with the same detach,hemingway
13053,13054,the book had sold well and they thought that it might continu sell on into the fall although nobodi could ever tell about such thing,certainli so far it had receiv an extraordinarili fine critic recept and the way would be open for hi next book,hemingway
13055,13056,it wa a great advantag that thi wa hi second and not hi first novel,it wa tragic how often first novel were the onli good novel american writer had in them,hemingway
13057,13058,but thi hi publish went on hi second valid all the promis hi first had shown,it wa an unusu summer in new york cold and wet,hemingway
13059,13060,oh christ david thought the hell with how it wa in new york and the hell with that thinlip bastard coolidg fish for trout in a high stiff collar in a fish hatcheri in the black hill we stole from the sioux and the cheyenn and bathtubginnedup writer wonder if their babi doe the charleston,and the hell with the promis he had valid,hemingway
13061,13062,what promis to whom,to the dial to the bookman to the new republ,hemingway
13063,13064,no he had shown it,let me show you my promis that i m go to valid it,hemingway
13065,13066,what shit,hello young man said a voic,hemingway
13067,13068,what are you look so indign about,hello colonel david said and felt suddenli happi,hemingway
13069,13070,what the hell are you do here,the colonel who had deep blue eye sandi hair and a tan face that look as though it had been carv out of flint by a tire sculptor who had broken hi chisel on it pick up david s glass and tast the marismeño,hemingway
13071,13072,bring me a bottl of whatev thi young man is drink to that tabl he said to the bartend,bring a cold bottl,hemingway
13073,13074,you do nt need to ice it,bring it immedi,hemingway
13075,13076,ye sir said the bartend,veri good sir,hemingway
13077,13078,come along the colonel said to david lead him to the tabl in the corner of the room,you re look veri well,hemingway
13079,13080,so are you,colonel john boyl wa wear a dark blue suit of a cloth that look stiff but cool and a blue shirt and black tie,hemingway
13081,13082,i m alway well he said,do you want a job,hemingway
13083,13084,no said david,just like that,hemingway
13085,13086,do nt even ask what it is hi voic sound as though he had hawk it up out of a dusti throat,the wine came and the waiter fill two glass and put down saucer of the garlic oliv and of hazelnut,hemingway
13087,13088,no anchovi,the colonel ask,hemingway
13089,13090,what sort of a fonda is thi,the bartend smile and went for the anchovi,hemingway
13091,13092,excel wine the colonel said,first rate,hemingway
13093,13094,i alway hope your tast would improv,now whi do nt you want a job,hemingway
13095,13096,you ve just finish a book,i m on my honeymoon,hemingway
13097,13098,silli express the colonel said,i never like it,hemingway
13099,13100,it sound sticki,whi did nt you say you ve just been marri,hemingway
13101,13102,it make no differ,you d be worthless in ani event,hemingway
13103,13104,what wa the job,no use talk about it now,hemingway
13105,13106,who did you marri,anyon i know,hemingway
13107,13108,catherin hill,knew her father,hemingway
13109,13110,veri odd type,kill himself in a car,hemingway
13111,13112,hi wife too,i never knew them,hemingway
13113,13114,you never knew him,no,hemingway
13115,13116,strang,but perfectli understand,hemingway
13117,13118,he s no loss to you as a fatherinlaw,the mother wa veri lone they say,hemingway
13119,13120,stupid way for grown up peopl to be kill,where did you meet thi girl,hemingway
13121,13122,in pari,she ha a silli uncl who live there,hemingway
13123,13124,he s realli worthless,do you know him,hemingway
13125,13126,i ve seen him at the race,at longchamp and auteuil,hemingway
13127,13128,how could you help it,i did nt marri her famili,hemingway
13129,13130,of cours not,but you alway do,hemingway
13131,13132,dead or aliv,not the uncl and aunt,hemingway
13133,13134,well anyway have fun,you know i like the book,hemingway
13135,13136,ha it done well,it s done pretti well,hemingway
13137,13138,it move me veri deepli the colonel said,you re a decept son of a bitch,hemingway
13139,13140,so are you john,i hope so the colonel said,hemingway
13141,13142,david saw catherin at the door and stood up,she came over to them and david said thi is colonel boyl,hemingway
13143,13144,how do you do my dear,catherin look at him and smile and sat down at the tabl,hemingway
