qd1,qd2,phrase1,phrase2,label
12263,12264,but today is eightyf day and i should fish the day well,just then watch hi line he saw one of the project green stick dip sharpli,hemingway
12265,12266,ye he said,ye and ship hi oar without bump the boat,hemingway
12267,12268,he reach out for the line and held it softli between the thumb and forefing of hi right hand,he felt no strain nor weight and he held the line lightli,hemingway
12269,12270,then it came again,thi time it wa a tent pull not solid nor heavi and he knew exactli what it wa,hemingway
12271,12272,one hundr fathom down a marlin wa eat the sardin that cover the point and the shank of the hook where the handforg hook project from the head of the small tuna,the old man held the line delic and softli with hi left hand unleash it from the stick,hemingway
12273,12274,now he could let it run through hi finger without the fish feel ani tension,thi far out he must be huge in thi month he thought,hemingway
12275,12276,eat them fish,eat them,hemingway
12277,12278,pleas eat them,how fresh they are and you down there six hundr feet in that cold water in the dark,hemingway
12279,12280,make anoth turn in the dark and come back and eat them,he felt the light delic pull and then a harder pull when a sardin s head must have been more difficult to break from the hook,hemingway
12281,12282,then there wa noth,come on the old man said aloud,hemingway
12283,12284,make anoth turn,just smell them,hemingway
12285,12286,aren t they love,eat them good now and then there is the tuna,hemingway
12287,12288,hard and cold and love,don t be shi fish,hemingway
12289,12290,then came the same delic pull touch again,he ll take it the old man said aloud,hemingway
12291,12292,he wa gone and the old man felt noth,he can t have gone he said,hemingway
12293,12294,christ know he can t have gone,he s make a turn,hemingway
12295,12296,it wa onli hi turn he said,it wa the weight of the fish and he let the line slip down down down unrol off the first of the two reserv coil,hemingway
12297,12298,as it went down slip lightli through the old man s finger he still could feel the great weight though the pressur of hi thumb and finger were almost impercept,what a fish he said,hemingway
12299,12300,he did not say that becaus he knew that if you said a good thing it might not happen,he knew what a huge fish thi wa and he thought of him move away in the dark with the tuna held crosswis in hi mouth,hemingway
12301,12302,at that moment he felt him stop move but the weight wa still there,then the weight increas and he gave more line,hemingway
12303,12304,he tighten the pressur of hi thumb and finger for a moment and the weight increas and wa go straight down,he s taken it he said,hemingway
12305,12306,now he wa readi,he had three fortyfathom coil of line in reserv now as well as the coil he wa use,hemingway
12307,12308,eat it a littl more he said,come up easi and let me put the harpoon into you,hemingway
12309,12310,all right,are you readi,hemingway
12311,12312,have you been long enough at tabl,now he said aloud and struck hard with both hand gain a yard of line and then struck again and again swing with each arm altern on the cord with all the strength of hi arm and the pivot weight of hi bodi,hemingway
12313,12314,noth happen,the fish just move away slowli and the old man could not rais him an inch,hemingway
12315,12316,hi line wa strong and made for heavi fish and he held it against hi back until it wa so taut that bead of water were jump from it,then it began to make a slow hiss sound in the water and he still held it brace himself against the thwart and lean back against the pull,hemingway
12317,12318,the boat began to move slowli off toward the northwest,the fish move steadili and they travel slowli on the calm water,hemingway
12319,12320,the other bait were still in the water but there wa noth to be done,i wish i had the boy the old man said aloud,hemingway
12321,12322,i m be tow by a fish and i m the tow bitt,i could make the line fast,hemingway
12323,12324,but then he could break it,i must hold him all i can and give him line when he must have it,hemingway
12325,12326,what i ll do if he sound and die i don t know,but i ll do someth,hemingway
12327,12328,there are plenti of thing i can do,he held the line against hi back and watch it slant in the water and the skiff move steadili to the northwest,hemingway
12329,12330,thi will kill him the old man thought,he can t do thi forev,hemingway
12331,12332,but four hour later the fish wa still swim steadili out to sea tow the skiff and the old man wa still brace solidli with the line across hi back,it wa noon when i hook him he said,hemingway
12333,12334,he wa thirsti too and he got down on hi knee and be care not to jerk on the line move as far into the bow as he could get and reach the water bottl with one hand,he open it and drank a littl,hemingway
12335,12336,then he rest against the bow,he rest sit on the unstep mast and sail and tri not to think but onli to endur,hemingway
12337,12338,then he look behind him and saw that no land wa visibl,that make no differ he thought,hemingway
12339,12340,i can alway come in on the glow from havana,there are two more hour befor the sun set and mayb he will come up befor that,hemingway
12341,12342,if he doesn t mayb he will come up with the moon,if he doe not do that mayb he will come up with the sunris,hemingway
12343,12344,i have no cramp and i feel strong,it is he that ha the hook in hi mouth,hemingway
12345,12346,but what a fish to pull like that,he must have hi mouth shut tight on the wire,hemingway
12347,12348,i wish i could see him,i wish i could see him onli onc to know what i have against me,hemingway
12349,12350,the fish never chang hi cours nor hi direct all that night as far as the man could tell from watch the star,it wa cold after the sun went down and the old man s sweat dri cold on hi back and hi arm and hi old leg,hemingway
12351,12352,dure the day he had taken the sack that cover the bait box and spread it in the sun to dri,after the sun went down he tie it around hi neck so that it hung down over hi back and he cautious work it down under the line that wa across hi shoulder now,hemingway
12353,12354,the sack cushion the line and he had found a way of lean forward against the bow so that he wa almost comfort,the posit actual wa onli somewhat less intoler but he thought of it as almost comfort,hemingway
12355,12356,i can do noth with him and he can do noth with me he thought,not as long as he keep thi up,hemingway
12357,12358,onc he stood up and urin over the side of the skiff and look at the star and check hi cours,the line show like a phosphoresc streak in the water straight out from hi shoulder,hemingway
12359,12360,they were move more slowli now and the glow of havana wa not so strong so that he knew the current must be carri them to the eastward,if i lose the glare of havana we must be go more to the eastward he thought,hemingway
12361,12362,for if the fish s cours held true i must see it for mani more hour,i wonder how the basebal came out in the grand leagu today he thought,hemingway
12363,12364,it would be wonder to do thi with a radio,then he thought think of it alway,hemingway
12365,12366,think of what you are do,you must do noth stupid,hemingway
12367,12368,then he said aloud i wish i had the boy,but it is unavoid,hemingway
12369,12370,i must rememb to eat the tuna befor he spoil in order to keep strong,rememb no matter how littl you want to that you must eat him in the morn,hemingway
12371,12372,rememb he said to himself,dure the night two porpois came around the boat and he could hear them roll and blow,hemingway
12373,12374,he could tell the differ between the blow nois the male made and the sigh blow of the femal,they are good he said,hemingway
12375,12376,they play and make joke and love one anoth,he is wonder and strang and who know how old he is he thought,hemingway
12377,12378,never have i had such a strong fish nor one who act so strang,perhap he is too wise to jump,hemingway
12379,12380,he could ruin me by jump or by a wild rush,but perhap he ha been hook mani time befor and he know that thi is how he should make hi fight,hemingway
12381,12382,he can not know that it is onli one man against him nor that it is an old man,but what a great fish he is and what he will bring in the market if the flesh is good,hemingway
12383,12384,he took the bait like a male and he pull like a male and hi fight ha no panic in it,i wonder if he ha ani plan or if he is just as desper as i am,hemingway
12385,12386,he rememb the time he had hook one of a pair of marlin,the male fish alway let the femal fish feed first and the hook fish the femal made a wild panicstricken despair fight that soon exhaust her and all the time the male had stay with her cross the line and circl with her on the surfac,hemingway
12387,12388,he had stay so close that the old man wa afraid he would cut the line with hi tail which wa sharp as a scyth and almost of that size and shape,when the old man had gaf her and club her hold the rapier bill with it sandpap edg and club her across the top of her head until her colour turn to a colour almost like the back of mirror and then with the boy s aid hoist her aboard the male fish had stay by the side of the boat,hemingway
12389,12390,then while the old man wa clear the line and prepar the harpoon the male fish jump high into the air besid the boat to see where the femal wa and then went down deep hi lavend wing that were hi pector fin spread wide and all hi wide lavend stripe show,he wa beauti the old man rememb and he had stay,hemingway
12391,12392,that wa the saddest thing i ever saw with them the old man thought,the boy wa sad too and we beg her pardon and butcher her promptli,hemingway
12393,12394,i wish the boy wa here he said aloud and settl himself against the round plank of the bow and felt the strength of the great fish through the line he held across hi shoulder move steadili toward whatev he had chosen,when onc through my treacheri it had been necessari to him to make a choic the old man thought,hemingway
12395,12396,hi choic had been to stay in the deep dark water far out beyond all snare and trap and treacheri,my choic wa to go there to find him beyond all peopl,hemingway
12397,12398,beyond all peopl in the world,now we are join togeth and have been sinc noon,hemingway
12399,12400,and no one to help either one of us,perhap i should not have been a fisherman he thought,hemingway
12401,12402,but that wa the thing that i wa born for,i must sure rememb to eat the tuna after it get light,hemingway
12403,12404,some time befor daylight someth took one of the bait that were behind him,he heard the stick break and the line begin to rush out over the gunwal of the skiff,hemingway
12405,12406,in the dark he loosen hi sheath knife and take all the strain of the fish on hi left shoulder he lean back and cut the line against the wood of the gunwal,then he cut the other line closest to him and in the dark made the loos end of the reserv coil fast,hemingway
12407,12408,he work skill with the one hand and put hi foot on the coil to hold them as he drew hi knot tight,now he had six reserv coil of line,hemingway
12409,12410,there were two from each bait he had sever and the two from the bait the fish had taken and they were all connect,after it is light he thought i will work back to the fortyfathom bait and cut it away too and link up the reserv coil,hemingway
12411,12412,i will have lost two hundr fathom of good catalan cardel and the hook and leader,that can be replac,hemingway
12413,12414,but who replac thi fish if i hook some fish and it cut him off,i don t know what that fish wa that took the bait just now,hemingway
12415,12416,it could have been a marlin or a broadbil or a shark,i never felt him,hemingway
12417,12418,i had to get rid of him too fast,you have onli yourself and you had better work back to the last line now in the dark or not in the dark and cut it away and hook up the two reserv coil,hemingway
12419,12420,so he did it,it wa difficult in the dark and onc the fish made a surg that pull him down on hi face and made a cut below hi eye,hemingway
12421,12422,the blood ran down hi cheek a littl way,but it coagul and dri befor it reach hi chin and he work hi way back to the bow and rest against the wood,hemingway
12423,12424,he adjust the sack and care work the line so that it came across a new part of hi shoulder and hold it anchor with hi shoulder he care felt the pull of the fish and then felt with hi hand the progress of the skiff through the water,i wonder what he made that lurch for he thought,hemingway
12425,12426,the wire must have slip on the great hill of hi back,certainli hi back can not feel as badli as mine doe,hemingway
12427,12428,but he can not pull thi skiff forev no matter how great he is,now everyth is clear away that might make troubl and i have a big reserv of line all that a man can ask,hemingway
12429,12430,it wa cold now in the time befor daylight and he push against the wood to be warm,i can do it as long as he can he thought,hemingway
12431,12432,and in the first light the line extend out and down into the water,the boat move steadili and when the first edg of the sun rose it wa on the old man s right shoulder,hemingway
12433,12434,he s head north the old man said,the current will have set us far to the eastward he thought,hemingway
12435,12436,i wish he would turn with the current,that would show that he wa tire,hemingway
12437,12438,when the sun had risen further the old man realiz that the fish wa not tire,there wa onli one favor sign,hemingway
12439,12440,the slant of the line show he wa swim at a lesser depth,that did not necessarili mean that he would jump,hemingway
12441,12442,but he might,god let him jump the old man said,hemingway
12443,12444,now that it is daylight let him jump so that he ll fill the sack along hi backbon with air and then he can not go deep to die,he tri to increas the tension but the line had been taut up to the veri edg of the break point sinc he had hook the fish and he felt the harsh as he lean back to pull and knew he could put no more strain on it,hemingway
12445,12446,i must not jerk it ever he thought,each jerk widen the cut the hook make and then when he doe jump he might throw it,hemingway
12447,12448,anyway i feel better with the sun and for onc i do not have to look into it,there wa yellow weed on the line but the old man knew that onli made an ad drag and he wa pleas,hemingway
12449,12450,it wa the yellow gulf weed that had made so much phosphoresc in the night,fish he said i love you and respect you veri much,hemingway
12451,12452,a small bird came toward the skiff from the north,he wa a warbler and fli veri low over the water,hemingway
12453,12454,the old man could see that he wa veri tire,the bird made the stern of the boat and rest there,hemingway
12455,12456,then he flew around the old man s head and rest on the line where he wa more comfort,how old are you the old man ask the bird,hemingway
12457,12458,he wa too tire even to examin the line and he teeter on it as hi delic feet grip it fast,it s steadi the old man told him,hemingway
12459,12460,it s too steadi,you shouldn t be that tire after a windless night,hemingway
12461,12462,but he said noth of thi to the bird who could not understand him anyway and who would learn about the hawk soon enough,take a good rest small bird he said,hemingway
12463,12464,stay at my hous if you like bird he said,i am sorri i can not hoist the sail and take you in with the small breez that is rise,hemingway
12465,12466,the bird had flown up when the line jerk and the old man had not even seen him go,he felt the line care with hi right hand and notic hi hand wa bleed,hemingway
12467,12468,someth hurt him then he said aloud and pull back on the line to see if he could turn the fish,but when he wa touch the break point he held steadi and settl back against the strain of the line,hemingway
12469,12470,you re feel it now fish he said,the bird wa gone,hemingway
12471,12472,you did not stay long the man thought,but it is rougher where you are go until you make the shore,hemingway
12473,12474,how did i let the fish cut me with that one quick pull he made,i must be get veri stupid,hemingway
12475,12476,or perhap i wa look at the small bird and think of him,now i will pay attent to my work and then i must eat the tuna so that i will not have a failur of strength,hemingway
12477,12478,i wish the boy were here and that i had some salt he said aloud,shift the weight of the line to hi left shoulder and kneel care he wash hi hand in the ocean and held it there submerg for more than a minut watch the blood trail away and the steadi movement of the water against hi hand as the boat move,hemingway
12479,12480,he ha slow much he said,the old man would have like to keep hi hand in the salt water longer but he wa afraid of anoth sudden lurch by the fish and he stood up and brace himself and held hi hand up against the sun,hemingway
12481,12482,it wa onli a line burn that had cut hi flesh,but it wa in the work part of hi hand,hemingway
12483,12484,he knew he would need hi hand befor thi wa over and he did not like to be cut befor it start,now he said when hi hand had dri i must eat the small tuna,hemingway
12485,12486,hold the line with hi left shoulder again and brace on hi left hand and arm he took the tuna off the gaff hook and put the gaff back in place,he put one knee on the fish and cut strip of dark red meat longitudin from the back of the head to the tail,hemingway
12487,12488,they were wedgeshap strip and he cut them from next to the backbon down to the edg of the belli,when he had cut six strip he spread them out on the wood of the bow wipe hi knife on hi trouser and lift the carcass of the bonito by the tail and drop it overboard,hemingway
12489,12490,i don t think i can eat an entir one he said and drew hi knife across one of the strip,he could feel the steadi hard pull of the line and hi left hand wa cramp,hemingway
12491,12492,it drew up tight on the heavi cord and he look at it in disgust,what kind of a hand is that he said,hemingway
12493,12494,cramp then if you want,make yourself into a claw,hemingway
12495,12496,eat it now and it will strengthen the hand,it is not the hand s fault and you have been mani hour with the fish,hemingway
12497,12498,but you can stay with him forev,eat the bonito now,hemingway
12499,12500,he pick up a piec and put it in hi mouth and chew it slowli,it wa not unpleas,hemingway
12501,12502,chew it well he thought and get all the juic,it would not be bad to eat with a littl lime or with lemon or with salt,hemingway
12503,12504,how do you feel hand he ask the cramp hand that wa almost as stiff as rigor morti,he chew it care and then spat out the skin,hemingway
12505,12506,how doe it go hand,it is a strong fullblood fish he thought,hemingway
12507,12508,i wa lucki to get him instead of dolphin,dolphin is too sweet,hemingway
12509,12510,i wish i had some salt,and i do not know whether the sun will rot or dri what is left so i had better eat it all although i am not hungri,hemingway
12511,12512,the fish is calm and steadi,i will eat it all and then i will be readi,hemingway
12513,12514,be patient hand he said,he is my brother,hemingway
12515,12516,but i must kill him and keep strong to do it,slowli and conscienti he ate all of the wedgeshap strip of fish,hemingway
12517,12518,he straighten up wipe hi hand on hi trouser,now he said,hemingway
12519,12520,you can let the cord go hand and i will handl him with the right arm alon until you stop that nonsense he put hi left foot on the heavi line that the left hand had held and lay back against the pull against hi back,god help me to have the cramp go he said,hemingway
12521,12522,but what is hi plan he thought,and what is mine,hemingway
12523,12524,mine i must improvis to hi becaus of hi great size,if he will jump i can kill him,hemingway
12525,12526,but he stay down forev,then i will stay down with him forev,hemingway
12527,12528,he rub the cramp hand against hi trouser and tri to gentl the finger,but it would not open,hemingway
12529,12530,mayb it will open with the sun he thought,mayb it will open when the strong raw tuna is digest,hemingway
12531,12532,if i have to have it i will open it cost whatev it cost,but i do not want to open it now by forc,hemingway
12533,12534,let it open by itself and come back of it own accord,after all i abus it much in the night when it wa necessari to free and unti the variou line,hemingway
12535,12536,he look across the sea and knew how alon he wa now,but he could see the prism in the deep dark water and the line stretch ahead and the strang undul of the calm,hemingway
12537,12538,the cloud were build up now for the trade wind and he look ahead and saw a flight of wild duck etch themselv against the sky over the water then blur then etch again and he knew no man wa ever alon on the sea,he thought of how some men fear be out of sight of land in a small boat and knew they were right in the month of sudden bad weather,hemingway
12539,12540,but now they were in hurrican month and when there are no hurrican the weather of hurrican month is the best of all the year,if there is a hurrican you alway see the sign of it in the sky for day ahead if you are at sea,hemingway
12541,12542,they do not see it ashor becaus they do not know what to look for he thought,the land must make a differ too in the shape of the cloud,hemingway
12543,12544,but we have no hurrican come now,he look at the sky and saw the white cumulu built like friendli pile of ice cream and high abov were the thin feather of the cirru against the high septemb sky,hemingway
12545,12546,light brisa he said,i hate a cramp he thought,hemingway
12547,12548,it is a treacheri of one s own bodi,it is humili befor other to have a diarrhoea from ptomain poison or to vomit from it,hemingway
12549,12550,but a cramp he thought of it as a calambr humili oneself especi when one is alon,if the boy were here he could rub it for me and loosen it down from the forearm he thought,hemingway
12551,12552,but it will loosen up,then with hi right hand he felt the differ in the pull of the line befor he saw the slant chang in the water,hemingway
12553,12554,then as he lean against the line and slap hi left hand hard and fast against hi thigh he saw the line slant slowli upward,he s come up he said,hemingway
12555,12556,come on hand,he came out unendingli and water pour from hi side,hemingway
12557,12558,he wa bright in the sun and hi head and back were dark purpl and in the sun the stripe on hi side show wide and a light lavend,hi sword wa as long as a basebal bat and taper like a rapier and he rose hi full length from the water and then reent it smoothli like a diver and the old man saw the great scytheblad of hi tail go under and the line commenc to race out,hemingway
12559,12560,he is two feet longer than the skiff the old man said,the line wa go out fast but steadili and the fish wa not panick,hemingway
12561,12562,the old man wa tri with both hand to keep the line just insid of break strength,he knew that if he could not slow the fish with a steadi pressur the fish could take out all the line and break it,hemingway
12563,12564,he is a great fish and i must convinc him he thought,i must never let him learn hi strength nor what he could do if he made hi run,hemingway
12565,12566,if i were him i would put in everyth now and go until someth broke,but thank god they are not as intellig as we who kill them although they are more nobl and more abl,hemingway
12567,12568,the old man had seen mani great fish,he had seen mani that weigh more than a thousand pound and he had caught two of that size in hi life but never alon,hemingway
12569,12570,now alon and out of sight of land he wa fast to the biggest fish that he had ever seen and bigger than he had ever heard of and hi left hand wa still as tight as the grip claw of an eagl,it will uncramp though he thought,hemingway
12571,12572,sure it will uncramp to help my right hand,there are three thing that are brother the fish and my two hand,hemingway
12573,12574,it must uncramp,it is unworthi of it to be cramp,hemingway
12575,12576,the fish had slow again and wa go at hi usual pace,i wonder whi he jump the old man thought,hemingway
12577,12578,he jump almost as though to show me how big he wa,i know now anyway he thought,hemingway
12579,12580,i wish i could show him what sort of man i am,but then he would see the cramp hand,hemingway
12581,12582,let him think i am more man than i am and i will be so,i wish i wa the fish he thought with everyth he ha against onli my will and my intellig,hemingway
12583,12584,he settl comfort against the wood and took hi suffer as it came and the fish swam steadili and the boat move slowli through the dark water,there wa a small sea rise with the wind come up from the east and at noon the old man s left hand wa uncramp,hemingway
12585,12586,bad news for you fish he said and shift the line over the sack that cover hi shoulder,he wa comfort but suffer although he did not admit the suffer at all,hemingway
12587,12588,i am not religi he said,but i will say ten our father and ten hail mari that i should catch thi fish and i promis to make a pilgrimag to the virgin of cobr if i catch him,hemingway
12589,12590,sometim he would be so tire that he could not rememb the prayer and then he would say them fast so that they would come automat,hail mari are easier to say than our father he thought,hemingway
12591,12592,hail mari full of grace the lord is with thee,bless art thou among women and bless is the fruit of thi womb jesu,hemingway
12593,12594,holi mari mother of god pray for us sinner now and at the hour of our death,amen then he ad bless virgin pray for the death of thi fish,hemingway
12595,12596,the sun wa hot now although the breez wa rise gentli,i had better rebait that littl line out over the stern he said,hemingway
12597,12598,if the fish decid to stay anoth night i will need to eat again and the water is low in the bottl,i don t think i can get anyth but a dolphin here,hemingway
12599,12600,but if i eat him fresh enough he won t be bad,i wish a fli fish would come on board tonight,hemingway
12601,12602,but i have no light to attract them,a fli fish is excel to eat raw and i would not have to cut him up,hemingway
12603,12604,i must save all my strength now,but i will show him what a man can do and what a man endur,hemingway
12605,12606,i told the boy i wa a strang old man he said,now he wa prove it again,hemingway
12607,12608,each time wa a new time and he never thought about the past when he wa do it,i wish he d sleep and i could sleep and dream about the lion he thought,hemingway
12609,12610,whi are the lion the main thing that is left,don t think old man he said to himself,hemingway
12611,12612,rest gentli now against the wood and think of noth,he is work,hemingway
12613,12614,work as littl as you can,it wa get into the afternoon and the boat still move slowli and steadili,hemingway
12615,12616,but there wa an ad drag now from the easterli breez and the old man rode gentli with the small sea and the hurt of the cord across hi back came to him easili and smoothli,onc in the afternoon the line start to rise again,hemingway
12617,12618,but the fish onli continu to swim at a slightli higher level,the sun wa on the old man s left arm and shoulder and on hi back,hemingway
12619,12620,so he knew the fish had turn east of north,now that he had seen him onc he could pictur the fish swim in the water with hi purpl pector fin set wide as wing and the great erect tail slice through the dark,hemingway
12621,12622,i wonder how much he see at that depth the old man thought,hi eye is huge and a hors with much less eye can see in the dark,hemingway
12623,12624,onc i could see quit well in the dark,not in the absolut dark,hemingway
12625,12626,but almost as a cat see,the sun and hi steadi movement of hi finger had uncramp hi left hand now complet and he began to shift more of the strain to it and he shrug the muscl of hi back to shift the hurt of the cord a littl,hemingway
12627,12628,he thought of the big leagu to him they were the gran liga and he knew that the yanke of new york were play the tigr of detroit,thi is the second day now that i do not know the result of the juego he thought,hemingway
12629,12630,but i must have confid and i must be worthi of the great dimaggio who doe all thing perfectli even with the pain of the bone spur in hi heel,what is a bone spur,hemingway
12631,12632,he ask himself,un espuela de hueso,hemingway
12633,12634,we do not have them,can it be as pain as the spur of a fight cock in one s heel,hemingway
12635,12636,i do not think i could endur that or the loss of the eye and of both eye and continu to fight as the fight cock do,man is not much besid the great bird and beast,hemingway
12637,12638,still i would rather be that beast down there in the dark of the sea,unless shark come he said aloud,hemingway
12639,12640,he thought,i am sure he would and more sinc he is young and strong,hemingway
12641,12642,also hi father wa a fisherman,but would the bone spur hurt him too much,hemingway
12643,12644,i do not know he said aloud,they had gone one day and one night with their elbow on a chalk line on the tabl and their forearm straight up and their hand grip tight,hemingway
12645,12646,each one wa tri to forc the other s hand down onto the tabl,there wa much bet and peopl went in and out of the room under the kerosen light and he had look at the arm and hand of the negro and at the negro s face,hemingway
12647,12648,they chang the refere everi four hour after the first eight so that the refere could sleep,blood came out from under the fingernail of both hi and the negro s hand and they look each other in the eye and at their hand and forearm and the bettor went in and out of the room and sat on high chair against the wall and watch,hemingway
12649,12650,the wall were paint bright blue and were of wood and the lamp threw their shadow against them,the negro s shadow wa huge and it move on the wall as the breez move the lamp,hemingway
12651,12652,the odd would chang back and forth all night and they fed the negro rum and light cigarett for him,then the negro after the rum would tri for a tremend effort and onc he had the old man who wa not an old man then but wa santiago el campeón nearli three inch off balanc,hemingway
12653,12654,but the old man had rais hi hand up to dead even again,he wa sure then that he had the negro who wa a fine man and a great athlet beaten,hemingway
12655,12656,and at daylight when the bettor were ask that it be call a draw and the refere wa shake hi head he had unleash hi effort and forc the hand of the negro down and down until it rest on the wood,the match had start on a sunday morn and end on a monday morn,hemingway
12657,12658,mani of the bettor had ask for a draw becaus they had to go to work on the dock load sack of sugar or at the havana coal compani,otherwis everyon would have want it to go to a finish,hemingway
12659,12660,but he had finish it anyway and befor anyon had to go to work,for a long time after that everyon had call him the champion and there had been a return match in the spring,hemingway
12661,12662,but not much money wa bet and he had won it quit easili sinc he had broken the confid of the negro from cienfuego in the first match,after that he had a few match and then no more,hemingway
12663,12664,he decid that he could beat anyon if he want to badli enough and he decid that it wa bad for hi right hand for fish,he had tri a few practic match with hi left hand,hemingway
12665,12666,but hi left hand had alway been a traitor and would not do what he call on it to do and he did not trust it,the sun will bake it out well now he thought,hemingway
12667,12668,it should not cramp on me again unless it get too cold in the night,i wonder what thi night will bring,hemingway
12669,12670,an airplan pass overhead on it cours to miami and he watch it shadow scare up the school of fli fish,with so much fli fish there should be dolphin he said and lean back on the line to see if it wa possibl to gain ani on hi fish,hemingway
12671,12672,but he could not and it stay at the hard and waterdrop shiver that preced break,the boat move ahead slowli and he watch the airplan until he could no longer see it,hemingway
12673,12674,it must be veri strang in an airplan he thought,i wonder what the sea look like from that height,hemingway
12675,12676,they should be abl to see the fish well if they do not fli too high,i would like to fli veri slowli at two hundr fathom high and see the fish from abov,hemingway
12677,12678,in the turtl boat i wa in the crosstre of the masthead and even at that height i saw much,the dolphin look greener from there and you can see their stripe and their purpl spot and you can see all of the school as they swim,hemingway
12679,12680,whi is it that all the fastmov fish of the dark current have purpl back and usual purpl stripe or spot,the dolphin look green of cours becaus he is realli golden,hemingway
12681,12682,but when he come to feed truli hungri purpl stripe show on hi side as on a marlin,can it be anger or the greater speed he make that bring them out,hemingway
12683,12684,just befor it wa dark as they pass a great island of sargasso weed that heav and swung in the light sea as though the ocean were make love with someth under a yellow blanket hi small line wa taken by a dolphin,he saw it first when it jump in the air true gold in the last of the sun and bend and flap wildli in the air,hemingway
12685,12686,it jump again and again in the acrobat of it fear and he work hi way back to the stern and crouch and hold the big line with hi right hand and arm he pull the dolphin in with hi left hand step on the gain line each time with hi bare left foot,when the fish wa at the stern plung and cut from side to side in desper the old man lean over the stern and lift the burnish gold fish with it purpl spot over the stern,hemingway
12687,12688,it jaw were work convuls in quick bite against the hook and it pound the bottom of the skiff with it long flat bodi it tail and it head until he club it across the shine golden head until it shiver and wa still,the old man unhook the fish rebait the line with anoth sardin and toss it over,hemingway
12689,12690,then he work hi way slowli back to the bow,he wash hi left hand and wipe it on hi trouser,hemingway
12691,12692,then he shift the heavi line from hi right hand to hi left and wash hi right hand in the sea while he watch the sun go into the ocean and the slant of the big cord,he hasn t chang at all he said,hemingway
12693,12694,but watch the movement of the water against hi hand he note that it wa percept slower,i ll lash the two oar togeth across the stern and that will slow him in the night he said,hemingway
12695,12696,i can do that a littl later and lash the oar to make a drag at the same time,i had better keep the fish quiet now and not disturb him too much at sunset,hemingway
12697,12698,the set of the sun is a difficult time for all fish,he let hi hand dri in the air then grasp the line with it and eas himself as much as he could and allow himself to be pull forward against the wood so that the boat took the strain as much or more than he did,hemingway
12699,12700,i m learn how to do it he thought,thi part of it anyway,hemingway
12701,12702,then too rememb he hasn t eaten sinc he took the bait and he is huge and need much food,i have eaten the whole bonito,hemingway
12703,12704,tomorrow i will eat the dolphin,he call it dorado,hemingway
12705,12706,perhap i should eat some of it when i clean it,it will be harder to eat than the bonito,hemingway
12707,12708,but then noth is easi,how do you feel fish he ask aloud,hemingway
12709,12710,i feel good and my left hand is better and i have food for a night and a day,but i have had wors thing than that he thought,hemingway
12711,12712,my hand is onli cut a littl and the cramp is gone from the other,my leg are all right,hemingway
12713,12714,also now i have gain on him in the question of susten,it wa dark now as it becom dark quickli after the sun set in septemb,hemingway
12715,12716,he lay against the worn wood of the bow and rest all that he could,the first star were out,hemingway
12717,12718,he did not know the name of rigel but he saw it and knew soon they would all be out and he would have all hi distant friend,the fish is my friend too he said aloud,hemingway
12719,12720,i have never seen or heard of such a fish,but i must kill him,hemingway
12721,12722,the moon run away,but imagin if a man each day should have to tri to kill the sun,hemingway
12723,12724,we were born lucki he thought,then he wa sorri for the great fish that had noth to eat and hi determin to kill him never relax in hi sorrow for him,hemingway
12725,12726,how mani peopl will he feed he thought,but are they worthi to eat him,hemingway
12727,12728,no of cours not,there is no one worthi of eat him from the manner of hi behaviour and hi great digniti,hemingway
12729,12730,i do not understand these thing he thought,but it is good that we do not have to tri to kill the sun or the moon or the star,hemingway
12731,12732,it is enough to live on the sea and kill our true brother,now he thought i must think about the drag,hemingway
12733,12734,it ha it peril and it merit,i may lose so much line that i will lose him if he make hi effort and the drag made by the oar is in place and the boat lose all her light,hemingway
12735,12736,her light prolong both our suffer but it is my safeti sinc he ha great speed that he ha never yet employ,no matter what pass i must gut the dolphin so he doe not spoil and eat some of him to be strong,hemingway
12737,12738,now i will rest an hour more and feel that he is solid and steadi befor i move back to the stern to do the work and make the decis,in the meantim i can see how he act and if he show ani chang,hemingway
12739,12740,the oar are a good trick but it ha reach the time to play for safeti,he is much fish still and i saw that the hook wa in the corner of hi mouth and he ha kept hi mouth tight shut,hemingway
12741,12742,the punish of the hook is noth,the punish of hunger and that he is against someth that he doe not comprehend is everyth,hemingway
12743,12744,rest now old man and let him work until your next duti come,he rest for what he believ to be two hour,hemingway
12745,12746,the moon did not rise now until late and he had no way of judg the time,nor wa he realli rest except compar,hemingway
12747,12748,he wa still bear the pull of the fish across hi shoulder but he place hi left hand on the gunwal of the bow and confid more and more of the resist to the fish to the skiff itself,how simpl it would be if i could make the line fast he thought,hemingway
12749,12750,but with one small lurch he could break it,i must cushion the pull of the line with my bodi and at all time be readi to give line with both hand,hemingway
12751,12752,but you have not slept yet old man he said aloud,it is half a day and a night and now anoth day and you have not slept,hemingway
12753,12754,you must devis a way so that you sleep a littl if he is quiet and steadi,too clear,hemingway
12755,12756,i am as clear as the star that are my brother,still i must sleep,hemingway
12757,12758,they sleep and the moon and the sun sleep and even the ocean sleep sometim on certain day when there is no current and a flat calm,but rememb to sleep he thought,hemingway
12759,12760,make yourself do it and devis some simpl and sure way about the line,now go back and prepar the dolphin,hemingway
12761,12762,it is too danger to rig the oar as a drag if you must sleep,i could go without sleep he told himself,hemingway
