qd1,qd2,question1,question2,label
2459,2460,well that is happened before and it can happen again,the love of what you do wellit can return and it will return,routh
2461,2462,look vincent daniels is an ace at dealing with problems like yours a tough canny intuitive teacher highly intelligent and a scrapper himself,i know his name he told jerry,routh
2463,2464,but i have never met him,i never had to meet him,routh
2465,2466,he is a maverick he is a scrapper and he will get you back to contending,he will put the fight back in you,routh
2467,2468,he will start from scratch if he has to,he will get you to give up everything you have done before if he must,routh
2469,2470,it will be a struggle but in the end he will get you back to where you should be,i have been to his studio and watched vincent work,routh
2471,2472,he says  hado one moment,we are only dealing with the single moment,routh
2473,2474,play the moment play whatever plays for you in that moment and then go on to the next moment,it does not matter where you are going,routh
2475,2476,do not worry about that,just take it moment moment moment moment,routh
2477,2478,the job is to be in that moment with no concern about the rest and no idea where you are going next,because if you can make one moment work you can go anywhere,routh
2479,2480,now it sounds i know like the simplest notion and that is why it is hardit is so simple that it is the thing that everybody misses,i believe that vincent daniels is the perfect man for you right now,routh
2481,2482,i have complete faith in him for you in your predicament,here is his card,routh
2483,2484,i came up here to give you this,jerry handed him the business card and so he took it at the same time that he said ca not do it,routh
2485,2486,what will you do instead,what will you do about all the roles you are ripe to play,routh
2487,2488,it breaks my heart when i think of all those parts you were made for,if you accepted the role of james tyrone then you could work with vincent and find your way through it with him,routh
2489,2490,this is the work he does with actors every day,i ca not count the number of times at the tonys or the oscars that i heard the winning actor say i want to thank vincent daniels,routh
2491,2492,he is the best,in response axler simply shook his head,routh
2493,2494,look jerry said everyone knows the feeling i ca not do it everyone knows the feeling that they will be revealed to be falseit is every actor is terror,they have found me out,routh
2495,2496,i have been found out,let is face it there is a panic that comes with age,routh
2497,2498,i am that much older than you and i have been dealing with it for years,one you get slower,routh
2499,2500,in everything,even in reading you get slower,routh
2501,2502,if i go fast in reading now too much of it goes away,my speech is slower my memory is slower,routh
2503,2504,all these things start to happen,in the process you start to distrust yourself,routh
2505,2506,you are not as quick as you used to be,and especially if you are an actor,routh
2507,2508,you were a young actor and you memorized scripts one after the other after the other and you never even thought about it,it was just easy to do,routh
2509,2510,and then all of a sudden it is not as easy and things do not happen so fast anymore,memorizing becomes a big anxiety for stage actors going into their sixties and seventies,routh
2511,2512,once you could memorize a script in a daynow you are lucky to memorize a page in a day,so you start to feel afraid to feel soft to feel that you do not have that raw live power anymore,routh
2513,2514,it scares you,with the result as you say that you are not free anymore,routh
2515,2516,there is nothing happeningand that is terrifying,jerry i ca not go on with this conversation,routh
2517,2518,we could talk all day and to no avail,you are good to come and see me and bring me lunch and flowers and to try to help me and encourage me and comfort me and make me feel better,routh
2519,2520,it was tremendously thoughtful,i am pleased to see you looking well,routh
2521,2522,but the momentum of a life is the momentum of a life,i am now incapable of acting,routh
2523,2524,something fundamental has vanished,maybe it had to,routh
2525,2526,things go,do not think that my career is been cut short,routh
2527,2528,think of how long i lasted,when i started out in college i was just fooling around you know,routh
2529,2530,acting was a chance to meet girls,then i took my first theatrical breath,routh
2531,2532,suddenly i was alive on the stage and breathing like an actor,i started young,routh
2533,2534,i was twentytwo and came to new york for an audition,and i got the part,routh
2535,2536,i began to take classes,sensememory exercises,routh
2537,2538,practice making things real,before your performance create a reality for yourself to step into,routh
2539,2540,i remember that when i began taking class we had have a pretend teacup and pretend to drink from it,how hot is it how full is it is there a saucer is there a spoon are you going to put sugar in it how many lumps,routh
2541,2542,and then you sip it and others were transported by this stuff but i never found any of it helpful,what is more i could not do it,routh
2543,2544,i was no good at the exercises no good at all,i had try to do this stuff and it never would work,routh
2545,2546,everything i did well was coming out of instinct and doing those exercises and knowing those things were making me look like an actor,i would look ridiculous as i held my pretend teacup and pretended to drink from it,routh
2547,2548,there was always a sly voice inside me saying there is no teacup,well that sly voice has now taken over,routh
2549,2550,no matter how i prepare and what i attempt to do once i am on the stage there is that sly voice all the timethere is no teacup,jerry it is over i can no longer make a play real for people,routh
2551,2552,i can no longer make a role real for myself,after jerry had left axler went into his study and found his copy of long day is journey into night,routh
2553,2554,he tried to read it but the effort was unbearable,he did not get beyond page 4he put vincent daniels is card there as a bookmark,routh
2555,2556,at the kennedy center it was as though he had never acted before and now it was as though he had never read a play beforeas though he had never read this play before,the sentences unfolded without meaning,routh
2557,2558,he could not keep straight who was speaking the lines,sitting there amid his books he tried to remember plays in which there is a character who commits suicide,routh
2559,2560,hedda in hedda gabler julie in miss julie phaedra in hippolytus jocasta in oedipus the king almost everyone in antigone willy loman in death of a salesman joe keller in all my sons don parritt in the iceman cometh simon stimson in our town ophelia in hamlet othello in othello cassius and brutus in julius caesar goneril in king lear antony cleopatra enobarbus and charmian in antony and cleopatra the grandfather in awake and sing,ivanov in ivanov konstantin in the seagull,routh
2561,2562,and this astonishing list was only of plays in which he had at one time performed,there were more many more,routh
2563,2564,what was remarkable was the frequency with which suicide enters into drama as though it were a formula fundamental to the drama not necessarily supported by the action as dictated by the workings of the genre itself,deirdre in deirdre of the sorrows hedvig in the wild duck rebecca west in rosmersholm christine and orin in mourning becomes electra both romeo and juliet sophocles ajax,routh
2565,2566,suicide is a subject dramatists have been contemplating with awe since the fifth century b,c,routh
2567,2568,beguiled by the human beings who are capable of generating emotions that can inspire this most extraordinary act,he should set himself the task of rereading these plays,routh
2569,2570,yes everything gruesome must be squarely faced,nobody should be able to say that he did not think it through,routh
2571,2572,jerry had brought a manila envelope containing a handful of mail addressed to him in care of the oppenheim agency,there was a time when a dozen letters from fans would come to him that way every couple of weeks,routh
2573,2574,now these few were all that had arrived at jerry is during the past half year,he sat in the living room idly tearing the envelopes open reading each letter is first few lines and then balling the page up and throwing it onto the floor,routh
2575,2576,they were all requests for autographed photosall but one which took him by surprise and which he read in its entirety,i do not know if you will remember me the letter began,routh
2577,2578,i was a patient at hammerton,i had dinner with you several times,routh
2579,2580,we were in art therapy together,maybe you wo not remember me,routh
2581,2582,i have just finished watching a latenight movie on tv and to my amazement you were in it,you were playing a hardened criminal,routh
2583,2584,it was so startling to see you on the screen especially in such a menacing role,how different from the man i met,routh
2585,2586,i remember telling you my story,i remember how you listened to me meal after meal,routh
2587,2588,i could not stop talking,i was in agony,routh
2589,2590,i thought my life was over,i wanted it to be over,routh
2591,2592,you may not know it but your listening to my story the way you did contributed to my getting through back then,not that it is been easy,routh
2593,2594,not that it is now,not that it ever will be,routh
2595,2596,the monster i was married to has done ineradicable damage to my family,the disaster was worse than i knew when i was hospitalized,routh
2597,2598,terrible things had been going on for a long time without my knowing anything about them,tragic things involving my little girl,routh
2599,2600,i remember asking you if you would kill him for me,i told you i would pay,routh
2601,2602,i thought because you were so big you could do it,mercifully you did not tell me that i was crazy when i said that but sat there listening to my madness as though i were sane,routh
2603,2604,i thank you for that,but a part of me will never be sane again,routh
2605,2606,it ca not be,it could not be,routh
2607,2608,it should not be,stupidly i sentenced the wrong person to death,routh
2609,2610,the letter went on a single handwritten paragraph stretching loosely over three more big sheets of paper and it was signed sybil van buren,he remembered listening to her storysummoning up his concentration and listening like that to someone other than himself was as close as he had come to acting in a long time and may even have helped him to recover,routh
2611,2612,yes he remembered her and her story and her asking him to kill her husband as though he were a gangster in a movie rather than another patient in a psychiatric hospital who big as he was was as incapable as she of violently ending his own suffering with a gun,people go around killing people in movies all the time but the reason they make all those movies is that for 99,routh
2613,2614,9 percent of the audience it is impossible to do,and if it is that hard to kill someone else someone you have every reason to want to destroy imagine how hard it is to succeed in killing yourself,routh
2615,2616,he had known pegeens parents as good friends before pegeen was born and had seen her first in the hospital as a tiny infant nursing at her mother is breast,they had met when axler and the newly married staplefordshe from michigan she from kansasappeared together in a greenwich village church basement production of playboy of the western world,routh
2617,2618,axler had played the wonderfully wild lead role of christy mahon the wouldbe parricide while the female lead pegeen mike flaherty the strongminded barmaid in her father is pub on the west coast of county mayo had been played by carol stapleford then two months pregnant with a first child asa stapleford had played shawn keogh pegeen is betrothed,when the play is run ended axler had been at the closingnight party to cast his vote for christy as the name for a son and pegeen mike as the name for a daughter when the staplefords baby arrived,routh
2619,2620,it was not likelyparticularly as pegeen mike stapleford had lived as a lesbian since she was twentythreethat when she was forty years old and axler was sixtyfive they would become lovers who would speak on the phone every morning upon awakening and would eagerly spend their free time together at his house where to his delight she appropriated two rooms for her own one of the three bedrooms on the second floor for her things and the downstairs study off the living room for her laptop,there were fireplaces in all the downstairs rooms even one in the kitchen and when pegeen was working in the study she had a fire going all the time,routh
2621,2622,she lived a little over an hour away journeying along winding hilly roads that carried her across farm country to his fifty acres of open fields and the large old blackshuttered white farmhouse enclosed by ancient maples and big ashes and long uneven stone walls,there was nobody but the two of them anywhere nearby,routh
2623,2624,during the first few months they rarely got out of bed before noon,they could not leave each other alone,routh
2625,2626,yet before her arrival he had been sure he was finished finished with acting with women with people finished forever with happiness,he had been in serious physical distress for over a year barely able to walk any distance or to stand or sit for very long because of the spinal pain that he had put up with all his adult life but whose debilitating progress had accelerated with ageand so he was sure he was finished with everything,routh
2627,2628,one of his legs would intermittently go dead so that he could not raise it properly while walking and he would miss a step or a curb and fall opening cuts on his hands and even landing on his face bloodying his lip or his nose,only a few months earlier his best and only local friend an eightyyearold judge who had retired some years back had died of cancer as a result though axler had been based two hours from the city amid the trees and fields for thirty yearsliving there when he was not out somewhere in the world performinghe did not have anyone with whom to talk or to eat a meal let alone share a bed,routh
2629,2630,and he was thinking again about killing himself as often as he had been before being hospitalized a year earlier,every morning when he awoke to his emptiness he determined he could not go another day shorn of his skills alone workless and in persistent pain,routh
2631,2632,once again the focus was down to suicide at the center of the dispossession there was only that,on a frigid gray morning after a week of heavy snowstorms axler left the house for the carport to drive the four miles into town and stock up on groceries,routh
2633,2634,pathways around the house had been kept clear every day by a farmer who did his snowplowing for him but he walked carefully nonetheless wearing snow boots with thick treads and carrying a cane and taking tiny steps to prevent himself from slipping and falling,under his layers of clothes his midsection was enveloped for safety is sake in a stiff back brace,routh
2635,2636,as he started out of the house and headed for the carport he spotted a small longtailed whitish animal standing in the snow between the carport and the barn,it looked at first like a very large rat and then he realized from the shape and color of the furless tail and from the snout that it was a possum about ten inches long,routh
2637,2638,possums are ordinarily nocturnal but this one whose coat looked discolored and scruffy was down on the snowcovered ground in broad daylight,as axler approached the possum waddled feebly off in the direction of the barn and then disappeared into a mound of snow up against the barn is stone foundation,routh
2639,2640,he followed the animalwhich was probably sick and nearing its endand when he got to the mound of snow saw that there was an entry hole cleared at the front,supporting himself with both hands on his cane he kneeled down in the snow to peer inside,routh
2641,2642,the possum had retreated too far back into the hole to be seen but strewn about the front of the cavelike interior was a collection of sticks,he counted them,routh
2643,2644,six sticks,so that is how it is done axler thought,routh
2645,2646,i have got too much,all you need are six,routh
2647,2648,the following morning while he was making his coffee he saw the possum through the kitchen window,the animal was standing on its hind legs by the barn eating snow from a drift pushing gobs of it into its mouth with its front paws,routh
2649,2650,hurriedly he put on his boots and his coat picked up his cane went out the front door and came around to the cleared path by the side of the house facing the barn,from some twenty feet away he called across to the possum in full voice how would you like to play james tyrone,routh
2651,2652,at the guthrie,the possum just kept eating snow,routh
2653,2654,you had be a wonderful james tyrone,after that day nature is little caricature of him came to an end,routh
2655,2656,he never saw the possum againeither it disappeared or perishedthough the snow cave with the six sticks remained intact until the next thaw,then pegeen stopped by,routh
2657,2658,she phoned from the little house she had rented a few miles from prescott a small progressive women is college in western vermont where she had recently taken a teaching job,he lived an hour west across the state line in rural new york,routh
2659,2660,it was twenty years or more since he had seen her as a cheerful undergraduate traveling during her vacation with her mother and father,they had be in his vicinity and stop off for a couple of hours to say hello,routh
2661,2662,every few years they all got together like that,asa ran a regional theater in lansing michigan the town where he had been born and raised and carol acted in the repertory company and taught an acting class at the state university,routh
2663,2664,he had seen pegeen on another visit once before a smiling shy sweetfaced kid of ten who had climbed his trees and swum rapid laps in his pool a skinny athletic tomboy who laughed helplessly at all her father is jokes,and before that he had seen her suckling on the maternity floor of st,routh
2665,2666,vincent is hospital in new york,now he saw a lithe fullbreasted woman of forty though with something of the child still in her smilea smile in which she automatically raised her upper lip to reveal her prominent front teethand a lot of the tomboy still in her rocking gait,routh
2667,2668,she was dressed for the countryside in wellworn work boots and a red zippered jacket and her hair which he had incorrectly remembered as blond like her mother is was a deep brown and cut close to her skull so short at the back as to appear clipped by a barber is trimmer,she had the invulnerable air of a happy person and though her prototype was rough gamine she spoke in an appealingly modulated voice as if imitating her actress mother is diction,routh
2669,2670,as he would eventually learn it had been some time since she had had what she wanted rather than its grotesque inversion,she had spent the last two years of a sixyear affair suffering in a painfully lonely household in bozeman montana,routh
2671,2672,the first four years she told him one night after they had become lovers priscilla and i had this wonderfully cozy companionship,we used to go camping and hiking all the time even when it snowed,routh
2673,2674,in the summers we had go off to places like alaska and hike and camp up there,it was exciting,routh
2675,2676,we went to new zealand we went to malaysia,there was something childlike about us adventurously roaming around the world together that i loved,routh
2677,2678,we were like two runaways,then starting around year five she slowly drifted away into the computer and i was left with no one to talk to except the cats,routh
2679,2680,until then we had done everything side by side,we had be tucked up in bed readingreading to ourselves reading passages aloud to each other for such a long time there was the rapturous rapport,routh
2681,2682,priscilla would never tell people i liked that book but rather we liked that book or about some place we liked going there or about our plans that is what we are going to do this summer,we,routh
2683,2684,we,we,routh
2685,2686,and then we were not wewe was over,we was she and her mac,routh
2687,2688,we was she and her festering secret that blotted out everything elsethat she was going to mutilate the body i loved,the two of them taught at the university in bozeman and during their final two years as a couple when priscilla got home from work she sat in front of her computer until it was time for bed,routh
2689,2690,she spent her weekends in front of the computer,she ate and drank in front of the computer,routh
2691,2692,there was no more talk no more sex even hiking and camping in the mountains pegeen had to undertake on her own or with people other than priscilla whom she rounded up for companionship,then one day six years after they had met in montana and pooled their resources and set themselves up as a couple priscilla announced that she had begun taking hormonal injections to promote facial hair growth and deepen her voice,routh
2693,2694,her plan was to have her breasts surgically removed and become a man,alone priscilla admitted she had been dreaming this up for a long time and she would not turn back however much pegeen pleaded,routh
2695,2696,the very next morning pegeen moved out of the house they jointly owned taking with her one of the two catsnot so great for the cats said pegeen but that was the least of itand she settled into a room at a local motel,she could barely gather enough composure to meet with her classes,routh
2697,2698,lonely as it had become living with priscilla the wound of the betrayal the nature of the betrayal was far worse,she cried all the time and began to write letters to colleges hundreds of miles from montana looking for a new job,routh
2699,2700,she went to a conference where colleges were interviewing people in environmental science and found a position in the east after sleeping with the dean who became smitten by her and subsequently hired her,the dean was still pegeen is devoted protector and paramour when pegeen drove over to pay axler a visit and determined that after seventeen years as a lesbian she wanted a manthis man this actor twentyfive years her senior and her family is friend from decades back,routh
2701,2702,if priscilla could become a heterosexual male pegeen could become a heterosexual female,that first afternoon axler tripped and fell hard on the wide stone step as he led pegeen into the house gashing the meaty side of the hand with which he broke the fall,routh
2703,2704,where is your firstaid stuff,she asked,routh
2705,2706,he told her and she went inside to get it and came back out and cleaned his wound with cotton and peroxide and covered it with a couple of bandaids,she had also brought him a glass of water to drink,routh
2707,2708,nobody had brought him a glass of water for a long time,he invited her to stay for dinner,routh
2709,2710,she wound up making it,nobody had made him dinner for a long time either,routh
2711,2712,she finished off a bottle of beer while he sat at the kitchen table and watched her prepare the meal,there was a chunk of parmesan cheese in the refrigerator there were eggs there was some bacon there was half a container of cream and with that and a pound of pasta she made them spaghetti carbonara,routh
2713,2714,he was remembering the sight of her as an infant at her mother is breast while observing her as she worked in his kitchen behaving as though the place were hers,she was a vibrant presence solid fit brimming with energy and soon enough he was no longer feeling that he was alone on earth without his talent,routh
2715,2716,he was happyan unexpected feeling,usually at the dinner hour he had the worst blues of the day,routh
2717,2718,while she cooked he went into the living room and put on brendel playing schubert,he could not remember the last time he had bothered listening to music and back in the best days of his marriage it was playing all the time,routh
2719,2720,what happened to your wife,she asked after they had eaten the spaghetti and shared a bottle of wine,routh
2721,2722,does not matter,too tedious to discuss,routh
2723,2724,how long have you been out here without anyone else,long enough to be lonelier than i ever thought i could be,routh
2725,2726,it is sometimes astonishing sitting here month after month season after season to think that it is all going on without you,just as it will when you die,routh
2727,2728,what happened to acting,she asked,routh
2729,2730,i do not act anymore,that ca not be she said,routh
2731,2732,what happened,also too tedious to go into,routh
2733,2734,have you retired or did something happen,he stood up and came around the table and she stood and he kissed her,routh
2735,2736,she smiled with surprise,laughing she said i am a sexual anomaly,routh
2737,2738,i sleep with women,that was not hard to figure out,routh
2739,2740,here he kissed her a second time,so what are you doing,routh
2741,2742,she asked,he shrugged,routh
2743,2744,i ca not say that i know,you have never been with a man,routh
2745,2746,he asked her,when i was in college,routh
2747,2748,are you with a woman now,more or less she replied,routh
2749,2750,are you,no,routh
2751,2752,he felt the strength in her wellmuscled arms he fumbled with her heavy breasts he cupped her hard behind in his hands and drew her toward him so that they kissed again,then he led her to the sofa in the living room where blushing furiously as he watched her she undid her jeans and was with a man for the first time since college,routh
2753,2754,he was with a lesbian for the first time in his life,months later he had say to her how come you drove over that afternoon,routh
2755,2756,i wanted to see if anybody was with you,and when you saw,routh
2757,2758,i thought why not me,you calculate like that all the time,routh
2759,2760,it is not calculation,it is pursuing what you want,routh
2761,2762,and she added not pursuing what you no longer want,the dean who had hired her and brought her to prescott was furious when pegeen told her their affair was over,routh
2763,2764,she was eight years older than pegeen earned more than twice as much as pegeen had been an important dean for over a decade and so she refused to believe it or to allow it,she phoned pegeen to scold her first thing every morning and called her numerous times during the night to shout at her and insult her and demand an explanation,routh
2765,2766,once she phoned from a local cemetery where she announced she was stomping around in a fury because of the way pegeen had treated her,she accused pegeen of exploiting her to get the job and then opportunistically dropping her within only weeks of taking it,routh
2767,2768,when pegeen went to the pool to work out with the swim team twice a week in the late afternoon the dean turned up to swim at that hour and arranged to take the locker next to pegeen is,the dean called to invite her to a movie to a lecture to a concert and dinner,routh
2769,2770,she called every other day to tell pegeen that she wanted to see her that coming weekend,pegeen had already made it clear that she was busy on weekends and did not want to resume seeing her again,routh
2771,2772,the dean pleaded she shoutedsometimes she cried,pegeen was the person she could not live without,routh
2773,2774,a strong successful competent woman of fortyeight a dynamic woman touted to be prescott is next president and how easily she could be derailed,one sunday afternoon she called his house and asked to speak to pegeen stapleford,routh
2775,2776,axler put down the phone and went into the living room to tell pegeen the call was for her,who is it,routh
2777,2778,he asked her,without hesitation she replied who else could it be,routh
2779,2780,louise,how does she know where i am,routh
2781,2782,how did she get your number,he returned to the phone and said there is no pegeen stapleford here,routh
2783,2784,thank you the caller said and hung up,the next week pegeen ran into louise on the campus,routh
2785,2786,louise told her that she was going away for ten days and that when she came back pegeen had better do something for her like make her dinner,afterward pegeen was frightened first because louise would not leave her alone even after she once again clarified that the affair was over and second because of the threat louise is anger embodied,routh
2787,2788,what is threatened,he asked,routh
2789,2790,what,my job,routh
2791,2792,there is no limit to the harm she can do me if she sets her mind to it,well you have me do not you,routh
2793,2794,he said,what does that mean,routh
2795,2796,you have me to fall back on,i am right here,routh
2797,2798,he was here,she was here,routh
2799,2800,everyone is possibilities had changed dramatically,the first article of clothing he bought her was a tan closefitting waistlength leather jacket with a shearling lining that he saw in the window of a shop in the upscale village that lay ten miles through the woods from his house,routh
2801,2802,he went in and purchased what he guessed correctly to be her size,the jacket cost a thousand dollars,routh
2803,2804,she had never owned anything that expensive before and she had never looked so good in anything before,he told her it was for her birthday whenever that fell,routh
2805,2806,for the next few days she did not take it off her back,then they drove to new york ostensibly to have some good meals and go to the movies and get away for the weekend together and he bought her more clothesby the time the weekend was over more than five thousand dollars worth of skirts blouses belts jackets shoes and sweaters outfits in which she looked very different from the way she looked in the clothes she had brought east with her from montana,routh
2807,2808,when she had first showed up at his house she owned little that could not be worn by a sixteenyearold boyonly now had she begun to give up walking like a sixteenyearold boy,in the new york stores after trying on something new in the dressing room she had come out to where he was waiting for her to show him how it looked and to hear what he thought,routh
2809,2810,she was paralyzingly selfconscious for only the first few hours after that she let it happen eventually emerging coquettishly from the dressing room smiling with delight,he bought her necklaces bracelets and earrings,routh
2811,2812,he bought her luxurious lingerie to replace the sport bras and the gray briefs,he bought her little satin babydolls to replace her flannel pajamas,routh
2813,2814,he bought her calfhigh boots a brown pair and a black pair,the only coat she owned she had inherited from priscilla is late mother,routh
2815,2816,it was way too large for her and shaped like a box and so over the next few months he bought her flattering new coatsfive of them,he could have bought her a hundred,routh
2817,2818,he could not stop,living as he did he rarely spent anything on himself and nothing made him happier than making her look like she had never looked before,routh
2819,2820,and in time nothing seemed to make her happier,it was an orgy of spoiling and spending that suited them both just fine,routh
2821,2822,still she did not want her parents to learn about the affair,it would cause them too much pain,routh
2823,2824,he thought more pain than when you told them you were a lesbian,she had explained to him what had happened on that day back when she was twentythree,routh
2825,2826,her mother had cried and said i ca not imagine anything worse and her father feigned acceptance but did not smile again for months,there was a lot of trauma in that home for a long time after pegeen told them what she was,routh
2827,2828,why would learning about me cause them so much pain,he asked her,routh
2829,2830,because they have known you so long,because you are all the same age,routh
2831,2832,as you wish he said,but he could not stop pondering her motive,routh
2833,2834,perhaps she was acting out of the habit of keeping her life in different compartments the sexual life strictly separated from her life as a daughter maybe she did not want the sex contaminated or domesticated by filial concerns,maybe there was some embarrassment about her turning from sleeping with women to sleeping with a man and an uncertainty as to whether the switch was going to be permanent,routh
2835,2836,but regardless of what was prompting her he felt he had made a mistake in allowing her to keep their connection a secret from her family,he was too old not to feel compromised by having to be kept a secret,routh
2837,2838,nor did he see why a fortyyearold woman should be so concerned about what her parents thought especially a fortyyearold woman who had done all sorts of things that her parents disapproved of and whose opposition she weathered,he did not like that she was showing herself to be less than her age but he did not push it not for now and so her family continued to think she was going along leading her regular life while with the passing months she seemed to him slowly but naturally to shed the last visible signs of what she now referred to as my seventeenyear mistake,routh
2839,2840,nonetheless one morning at breakfast as much to his own surprise as hers axler said is this something you really want pegeen,though we have enjoyed each other so far and the novelty has been strong and the feeling has been strong and the pleasure has been strong i wonder if you know what you are doing,routh
2841,2842,yes i do,i love this she said and i do not want it to stop,routh
2843,2844,but you understand what i am referring to,yes,routh
2845,2846,matters of age,matters of sexual history,routh
2847,2848,your old connection to my parents,probably twenty things besides,routh
2849,2850,and none of them bother me,do any of them bother you,routh
2851,2852,would it perhaps be a good idea he replied before hearts get broken for us to back off,are not you happy,routh
2853,2854,she asked,my life has been very precarious over the past few years,routh
2855,2856,i do not feel the strength that it would take having my hopes dashed,i have had my share of marital misery and before that my share of breakups with women,routh
2857,2858,it is always painful it is always harsh and i do not want to court it at this stage of life,simon we both have been dropped she said,routh
2859,2860,you were at the bottom of a breakdown and your wife picked up and left you to fend for yourself,i was betrayed by priscilla,routh
2861,2862,not only did she leave me she left the body that i had once loved to become a man with a mustache named jack,if we do fail let it be because of us not because of them not because of your past or mine,routh
2863,2864,i do not want to encourage you in a risk and i know it is a risk,for both of us by the way,routh
2865,2866,i feel the risk too,it is of a different sort than yours of course,routh
2867,2868,but the worst outcome possible is for you to take yourself away from me,i could not bear to lose you now,routh
2869,2870,i will if i have to but as for the riskthe risk has been taken,we have already done it,routh
2871,2872,it is too late for protection by withdrawing,you are saying you do not want to get out of this thing while the getting is good,routh
2873,2874,absolutely,i want you you see,routh
2875,2876,i have come to trust that i have you,do not pull away from me,routh
2877,2878,i love this and i do not want it to stop,there is nothing else i can say,routh
2879,2880,all i can say is that i will try if you will,this is no longer just a fling,routh
2881,2882,we took the risk he said echoing her,we took the risk she replied,routh
2883,2884,four words meaning that it would be the worst possible time for her to be dropped by him,she will say whatever she needs to say he thought even if the dialogue verges on soap opera to keep it going because she is still aching all these months later from the priscilla shock and the louise ultimatums,routh
2885,2886,it is not deception her taking this lineit is the way we are instinctively strategic,but eventually a day will come axler thought when circumstances render her in a much stronger position for it to end whereas i will have wound up in a weaker position merely from having been too indecisive to cut it off now,routh
2887,2888,and when she is strong and i am weak the blow that is dealt will be unbearable,he believed he was seeing clearly into their future yet he could do nothing to alter the prospect,routh
2889,2890,he was too happy to alter it,over the months she had let her hair grow nearly to her shoulders thick brown hair with a natural sheen that she began to think about having cut in a style unlike the cropped mannish one she had favored throughout her adult life,routh
2891,2892,one weekend she arrived with a couple of magazines full of photos of different hairstyles magazines of a kind he had never seen before,where had you get these,routh
2893,2894,he asked her,one of my students she said,routh
2895,2896,they sat side by side on the sofa in the living room while she turned pages and bent back corners where there was a style pictured that might suit her,finally they narrowed their preferences down to two and she tore out those pages and he phoned an actress friend in manhattan to ask her where pegeen should go to get her hair cut the same friend who had told him where to take pegeen shopping for clothes and where to go to buy her jewelry,routh
2897,2898,wish i had a sugar daddy the friend said,but he had not understood it that way,routh
2899,2900,all he was doing was helping pegeen to be a woman he would want instead of a woman another woman would want,together they were absorbed in making this happen,routh
2901,2902,he went with her to an expensive hairdresser is in the east sixties,a young japanese woman cut pegeen is hair after looking at the two photos they had brought,routh
2903,2904,he had never seen pegeen look as disarmed as she did sitting in the chair in front of the mirror after her hair had been washed,he had never before seen her look so weakened or so at a loss as to how to behave,routh
2905,2906,the sight of her silent sheepish sitting there at the edge of humiliation unable even to look at her reflection gave the haircut an entirely transformed meaning igniting all his selfmistrust and causing him to wonder as he had more than once if he was not being blinded by a stupendous and desperate illusion,what is the draw of a woman like this to a man who is losing so much,routh
2907,2908,was not he making her pretend to be someone other than who she was,was not he dressing her up in costume as though a costly skirt could dispose of nearly two decades of lived experience,routh
2909,2910,was not he distorting her while telling himself a lieand a lie that in the end might be anything but harmless,what if he proved to be no more than a brief male intrusion into a lesbian life,routh
2911,2912,but then pegeen is thick brown shiny hair was cutcut to below the base of her neck in a choppy way so none of the layers were even a look that gave her precisely the right caredfor devilmaycare air of slight dishevelmentand she seemed so transformed that all these unanswered questions ceased to trouble him they did not even require serious thought,it took her a little longer than it took him to be convinced that the two of them had chosen correctly but in only a few days the haircut and all it signified about her allowing him to shape her to determine what she should look like and advance an idea of what her true life was appeared to have become more than just acceptable,routh
2913,2914,perhaps because she looked so great in his eyes she did not bridle at continuing to submit to his ministrations alien though that might have been to a lifelong sense of herself,if indeed hers was the will that was submittingif indeed it was not she who had taken him over completely taken him up and taken him over,routh
2915,2916,late one friday afternoon pegeen arrived at his house in distressout in lansing her family had received a midnight phone call from louise to tell them how she had been opportunistically exploited and deceived by their daughter,what else,routh
2917,2918,he said,his question brought pegeen close to tears,routh
2919,2920,she told them about you,she said i was living with you,routh
2921,2922,and what did they say to that,my mother was the one who answered,routh
2923,2924,he was asleep,and how did she take it,routh
2925,2926,she asked me if it was true,i told her i was not living with you,routh
2927,2928,i told her we had become close friends,what did your father say,routh
2929,2930,he never came to the phone,why did not he,routh
2931,2932,i do not know,that miserable bitch,routh
2933,2934,why wo not she stop,she cried,routh
2935,2936,that obsessive possessive jealous rancorous bitch,does it really matter to you that she told your parents,routh
2937,2938,does not it matter to you,pegeen asked him,routh
2939,2940,only inasmuch as it troubles you,otherwise not at all,routh
2941,2942,i think it is all to the good,what do i say when i talk to my father,routh
2943,2944,she asked,pegeen mikesay whatever you like,routh
2945,2946,suppose he decides not to talk to me at all,i doubt that will happen,routh
2947,2948,suppose he wants to talk to you,then he and i will talk axler said,routh
2949,2950,how angry is he,your father is a reasonable and sensible man,routh
2951,2952,why would he be angry,oh that bitchshe is completely whacked,routh
2953,2954,she is out of control,yes he said the thought of you tortures her,routh
2955,2956,but you are not out of control i am not and neither are your mother and father,then why did not my father speak to me,routh
2957,2958,if you are so worried call and ask him,perhaps you had like me to speak to him,routh
2959,2960,no i will do iti will do it myself,she waited until after they had eaten before phoning lansing and then doing it from her study behind the closed door,routh
2961,2962,after fifteen minutes she came out carrying the phone and pointed with it toward him,axler took the phone,routh
2963,2964,asa,hello,routh
2965,2966,hi there,i hear you seduced my daughter,routh
2967,2968,i am having an affair with her that is true,well i ca not say i am not a little astonished,routh
2969,2970,well axler replied with a laugh i ca not say that i am not either,when she told me she was going to visit you i really never figured that this was in the cards asa said,routh
