length,sentence
112,just the key and now the solid gate close behind them instead of befor no sight or evid abov the high thick wall of the low citi and scarc ani sound of it the labyrinthin mass of oleand and jasmin lantana and mimosa wall yet again the strip of bare earth comb and curri with powder shell rake and immacul and onli the most recent of the brown stain show now and the mentor the guid stand asid now to watch the grave provinci and pleasantli anecdot the customari way is to stand back to back the pistol in your right hand and the corner of the other cloak in your left
112,it wa dark among the cedar the light more dark than gray even the quiet rain the faint pearli globul materi on the gun barrel and the five headston like drop of notquitecong melt from cold candl on the marbl the two flat heavi vault slab the other three headston lean a littl awri with here and there a carv letter or even an entir word momentari and legibl in the faint light which the raindrop brought particl by particl into the gloom and releas now the two dog came in drift in like smoke their hair closeplast with damp and curl down in one indistinguish and appar inextric ball for warmth
112,he would have covet the rifl but he would himself have support and confirm the owner s pride and pleasur in it ownership becaus he could not have conceiv of the owner take such crass advantag of the luck which gave the rifl to him rather than to anoth as to say to other men becaus i own hi rifl my arm and leg and blood and bone are superior to your except as the victori outcom of a fight with rifl and how in the world could a man fight anoth man with dressedup nigger and the fact that he could lie in a hammock all afternoon with hi shoe off
112,and the old man just sat there did nt even move and strike him and so henri did nt say you lie again becaus he knew now it wa so he just said it s not true not i do nt believ it but it s not true becaus he could mayb see the old man s face again now and demon or no it wa a kind of grief and piti not for himself but for henri becaus henri wa just young while he the old man knew that he still had the courag and even all the shrewd shreve stood besid the tabl face quentin again though not seat now
112,and now and now it wont be much longer now and then we wont have anyth left honor nor pride not god sinc god quit us four year ago onli he never thought it necessari to tell us no shoe nor cloth and no need for them not onli no land to make food out of but no need for the food and when you do nt have god and honor and pride noth matter except that there is the old mindless meat that do nt even care if it wa defeat or victori that wont even die that will be out in the wood and field grub up mot and weed
112,that she had never been away from jefferson for a longer period than six month at ani time and these onli at wide interv fill with homesick for the sheer board and nail the earth and tree and shrub which compos the place which wa a foreign land to her and her peopl when she spoke even now after forti year among the slur conson and the flat vowel of the land where her life had been cast new england talk as plainli as it did in the speech of her kin who had never left new hampshir and whom she had seen perhap three time in her life her forti year
112,the neighborhood had chang the old jew like my grandpar had struggl and die and their offspr had struggl and prosper and move further and further west toward the edg of newark then out of it and up the slope of the orang mountain until they had reach the crest and start down the other side pour into gentil territori as the scotchirish had pour through the cumberland gap now in fact the negro were make the same migrat follow the step of the jew and those who remain in the third ward live thp most squalid of live and dream in their fetid mattress of the pini smell of georgia night
111,trash with jone for clerk and who know mayb what delus of make money out of the store to rebuild the plantat who had escap twice now got himself into it and been freed by the creditor who set hi children to destroy one anoth befor he had poster and he decid that mayb he wa wrong in be free and so got into it again and then decid that he wa wrong in be unfre and so got out of it again and then turn right around and bought hi way back into it with bead and calico and stripe candi out of hi own showcas and off hi shelv
111,for a time dure the first day or week or month the woodsman s instinct which he had acquir from the environ where he grew up or that mayb had been bequeath him by the two brother who had vanish one of whom had been as far west as the mississippi river one instinct bequeath him along with the wornout buckskin garment and such which they left in the cabin when they depart the last time for good and which he had sharpen by boy s practic at small game and him orient so that he could have so he said found hi way back to the mountain cabin in time
110,ellen had lost some flesh of cours but it wa as the butterfli itself enter dissolut by actual dissolv the area of wing and bodi decreas a littl the pattern of the spot draw a littl closer togeth but with no wrinkl to same smooth almost girlish face on the pillow though miss rosa now discov that ellen had been dye her hair evid for year the same almost plump soft though now unring hand on the coverlet and onli the bafflement in the dark uncomprehend eye to indic anyth of present life by which to postul approach death as she ask the seventeenyearold sister to protect the remain child
110,then ellen die the butterfli of a forgotten summer two year defunct now the substanceless shell the shade impervi to ani alter of dissolut becaus of it veri weightless no bodi to be buri just the shape the recollect translat on some peac afternoon without bell or catafalqu into that cedar grove to lie in powder light paradox beneath the thousand pound of marbl monument which sutpen colonel sutpen now sinc sartori had been depos at the annual elect of regiment offic the year befor brought in the regiment forag wagon from charleston south carolina and set abov the faint grassi depress which judith told him wa ellen s grave
110,becaus mayb that had been the lawyer s troubl and worri and concern all the time that ever sinc she had made him promis he would never tell bon who hi father wa he had been wait and wonder how to do it sinc mayb he knew that if he were to tell bon bon might believ it or he might not but certainli he would go and tell hi mother that the lawyer had told him and then he the lawyer would be sunk not for ani harm done becaus there would be no harm sinc thi could not alter the situat but for have cross hi paranoiac client
110,later the two of us would go to dinner togeth and after he d drunk a vodka gibson with hi shrimp cocktail i would suggest to him that it would be no crime if he went on a cruis in the fall with cora b or if he decid next winter to share the apart of blanch k and he in turn would recount for me exemplari stori illustr my mother s modesti humil loyalti braveri effici depend and then we would walk back to the apart where bill wa watch televis in hi undershort and my father would start give it to him for sit all night by himself
109,she had on a stiffbrim straw hat set on the top of her head and she wa carri a packag wrap in newspap i thought that she had a quarter or a dollar at the most and that after she stood around a while she would mayb buy a cheap comb or a bottl of nigger toilet water so i never disturb her for a minut or so except to notic that she wa pretti in a kind of sullen awkward way and that she look a sight better in her gingham dress and her own complexion than she would after she bought whatev she would final decid on
109,in a grim mausoleum air of puritan righteous and outrag femal vindict miss rosa s childhood wa pass that age and ancient and timeless absenc of youth which consist of a cassandralik listen beyond close door of lurk in dim hall fill with that presbyterian effluvium of lugubri and vindict anticip while she wait for the infanc and childhood with which natur had confound and betray her to overtak the disapprob regard ani and everi thing which could penetr the wall of that hous through the agenc of ani man particularli her father which the aunt seem to have invest her with at birth along with the swaddl cloth
109,he wa tell some more of it wa lead into what he wa tell yet still without tell how he got to where he wa nor even how what he wa now involv in came to occur he wa obvious at least twenti year old at the time he wa tell about crouch behind a window in the dark and fire the musket through it which someon els load and hand to him get himself and grandfath both into that besieg haitian room as simpli as he got himself to the west indi by say that he decid to go to the west indi and so he went there
109,it must have look fine and clear ahead for him now hous finish and even bigger and whiter than the one he had gone to the door of that day and the nigger came in hi monkey cloth and told him to go to the back and he with hi own brand of nigger even which the man who lay in the hammock with hi shoe off did nt have to cull one from and train him to go to the door when hi turn came for a littl boy without ani shoe on and with hi pap s cutdown pant for cloth to come and knock on it
109,listen do nt you rememb how your father said it that not one time did old guy the seem to wonder how the other wife manag to find him track him down had never onc seem to wonder what she might have been do all that time the thirti year sinc that day when he paid hi bill with her and got it receipt so he thought and saw with hi own eye that it wa so he thought destroy torn up and thrown to the wind never onc wonder about thi but onli that she had done it could have and would have want to track him down
108,so the legend of the wild men came gradual back to town brought by the men who would ride out to watch what wa go on who began to tell how sutpen would take stand besid a game trail with the pistol and send the negro in to drive the swamp like a pack of hound it wa they who told how dure that first summer and fall the negro did not even have or did not use blanket to sleep in even befor the coonhunt aker claim to have walk one of them out of the absolut mud like a sleep allig and scream just in time
108,she could have known no more about it than the town knew becaus the one who did know sutpen or judith not ellen who would have been told noth in the first place and would have forgot fail to assimil it if she had been told ellen the butterfli from beneath whom without warn the veri sunbuoy air had been withdrawn leav her now with the plump hand fold on the coverlet in the darken room and the eye abov them probabl not even suffer but mere fill with baffl incomprehens would not have told her anymor than they would have told anyon in jefferson or anywher els
108,judith wa a woman of thirti now and look older not as the weak grow old either enclos in a static balloon of alreadi lifeless flesh or through a seri of stage of gradual collaps whose particl adher not to some iron and still impervi framework but to one anoth as though in some commun and oblivi and mindless life of their own like a coloni of maggot but as the demon himself had grown old with a kind of condens an anguish emerg of the primari indomit ossif which the soft color and textur the light electr aura of youth had mere temporarili assuag but never conceal
108,there would be christma on the boat too the same holli and mistleto the same eggnog and toddi perhap doubtless a christma supper and a ball but not for them the two of them in the dark and the cold stand at the guard rail abov the dark water and still not talk sinc there wa noth to say the two of them the four of them held in that probat that suspens by henri who knew but still did not believ who wa go deliber to look upon and prove to himself that which so shreve and quentin believ would be like death for him to learn
107,she wa stand there besid your grandmoth her head hardli reach your grandmoth s shoulder thin in one of the dress which the aunt had left in the hous and which miss rosa had cut down to fit herself who had never been taught to sew either just as she had assum the housekeep and offer to teach judith to do the same who had never been taught to cook nor taught to do anyth save listen through close door stand there with a shawl over her head like she might have been fifti instead of fifteen look after her nephew and say whi he s shave
107,and the man wa there who own all the land and the nigger and appar the white men who superintend the work and who live in the biggest hous he had ever seen and who spent most of the afternoon he told how he would creep up among the tangl shrubberi of the lawn and lie hidden and watch the man in a barrel stave hammock between two tree with hi shoe off and a nigger who wore everi day better cloth than he or hi father and sister had ever own and ever expect to who did noth els but fan him and bring him drink
107,i m not go to hurt you or mayb it wa the lawyer in him that said the hush which he obey who got him back into the right chair again half lie upon the desk the lawyer in him that warn him not to say you will pay for thi but instead to half lie there nurs hi wrench hand in hi handkerchief while bon stood look down at him hold the pistol by the barrel against hi leg say if you feel that you requir satisfact of cours you and the lawyer sit back now dab the handkerchief at hi cheek now i wa wrong
106,he rode to the river with bon and then return after a time sutpen return home too from where and for what purpos none were to know until the next christma and that summer pass the last summer the past summer of peac and content with henri doubtless without deliber intent plead bon s suit far better than bon than that indol fatalist had ever bother to plead it himself and judith listen with that seren that impenetr tranquil which a year or so befor had been the young girl s vagu and pointless and dreami unvolit but wa now alreadi a matur matur woman in
106,judith give implicit trust where she had given love give implicit love where she had deriv breath and pride that true pride not that fals kind which transform what it doe not at the moment understand into scorn and outrag and so vent itself in piqu and lacer but true pride which can say to itself without abas i love i will accept no substitut someth ha happen between him and my father if my father wa right i will never see him again if wrong he will come or send for me if happi i can be i will if suffer i must i can
106,sit there in grandfath s offic tri to explain with that patient amaz recapitul not to grandfath and not to himself becaus grandfath said that hi veri calm wa indic that he had long sinc given up ani hope of ever understand it but tri to explain to circumst to fate itself the logic step by which he had arriv at a result absolut and forev incred repeat the clear and simpl synopsi of hi histori which he and grandfath both now knew as if he were tri to explain it to an intract and unpredict child you see i had a design in my mind
106,but father said how wash s heart wa probabl still quiet even after he saw the dress and spoke about it probabl onli a littl grave now and watch her secret defiant frighten face while she told him befor he had ask mayb too insist too quick to volunt it that miss judith had given it to her help her to make it and father said mayb he realiz all of a sudden and without warn that when he pass the men on the galleri they would look after him too and that they alreadi knew that which he had just thought they were probabl think
106,everi morn about quarter to after hi father had disappear for the would come down in khaki and a tshirt to a breakfast of two kind of juic two egg four slice of bacon four slice of toast a mound of bing cherri preserv a mound of marmalad and just to shock hi mother who never had seen him take anyth at breakfast but milk he call hot joe or hot java some morn he down a whole pot of hot joe and he could see that actual she didn t know whether to be scandal by what he wa drink or thrill by the amount
105,often twice and sometim three time a week the two of them came to town and into the foolish unreal volubl preserv woman now six year absent from the woman who had quit home and kin on a flood of tear and in a shadowi miasmic region someth like the bitter purlieu of styx had produc two children and then rose like the swamphatch butterfli unimped by weight of stomach and all the heavi organ of suffer and experi into a perenni bright vacuum of arrest judith the young girl dream not live in her complet detach and impervi to actual almost like physic deaf
105,your grandmoth told me that at that time miss rosa actual could not count money that she knew the progress of the coin in theori but that appar she had never had the actual cash to see touch experi and prove with that on certain day of the week she would go down town with a basket and shop at certain store which mr coldfield had alreadi design with no coin nor sum of money chang lip or hand and that later in the day mr coldfield would trace her cours by the debit scratch on paper or on wall and counter and pay them
105,twelv mile toward that i rode besid an anim who could stand in the street befor my hous and bellow placidli to the popul and listen solitud that my nephew had just murder hi sister s fianc yet who could not permit himself to forc the mule which drew us beyond a walk becaus hit war nt none of mine nor hisn neither and besid hit aint had a decent bait of vittl sinc the corn give out in februari who turn into the actual gate at last must stop the mule and point with the whip and spit first say hit wa right yonder
105,he rememb one afternoon when he and hi sister were walk along the road and he heard the carriag come up behind them and step off the road and then realiz that hi sister wa not go to give way to it that she still walk in the middl of the road with a sort of sullen implac in the veri angl of her head and he shout at her and then it wa all dust and rear hors and glint har buckl and wheel spoke he saw two parasol in the carriag and the nigger coachman in a plug hat shout hoo dar gal
105,it wa someth about a bill of lade some way he persuad mr coldfield to use hi credit one of those thing that when they work you were smart and when they do nt you chang your name and move to texa and father said how mr coldfield must have sat back there in hi littl store and watch hi wagonload of stock doubl mayb everi ten year or at least not lose ani ground and seen the chanc to do that veri same thing all the time onli hi conscienc not hi courag father said he had plenti of that would nt let him
105,mayb he even deliv the first string of bead himself and father said mayb each of the ribbon afterward dure the next three year while the girl matur fast like girl of that kind do or anyway he would know and recogn each and everi ribbon when he saw it on her even when she lie to him about where and how she got it which she probabl did not sinc she would be bound to know that he had been see the ribbon in the showcas everi day for three year and would have known them as well as he knew hi own shoe
104,she spent all the next day go from hous to hous the invit list in her hand in a hous dress and a shawl and one of the coldfield negro they were both women follow her perhap for protect perhap just suck along like a leaf in the wake of that grim virago furi of femal affront ye she came to our hous too though your grandfath had never intend anyth els but to attend the wed the aunt must have had no doubt about father sinc father had help take sutpen out of jail though she wa probabl past all ratiocin by then
104,i can imagin him with hi puritan heritag that heritag peculiarli fierc proud mystic and that abil to be asham of ignor and inexperi in that citi foreign and paradox with it atmospher at onc fatal and languor at onc feminin and grim humorless yokel out of a granit heritag where even the hous let alon cloth and conduct are built in the imag of a jealou and sadist jehovah put suddenli down in a place whose denizen had creat their allpow and hi support hierarchychoru of beauti saint and handsom angel in the imag of their hous and person ornament and voluptu live
104,becaus there were other letter mani of them gallant floweri indol frequent and insincer sent by hand over that forti mile between oxford and jefferson after that first metropolitan gallant s idl and delic flatter and doubtless to him meaningless gestur to the bucol that bucol maiden with that profound and absolut inexplic tranquil patient clairvoy of women against which that metropolitan gallant s foppish postur wa just the jackanap antic of a small boy receiv the letter without understand them not even keep them for all their eleg and gallant and tedious contriv turn of form and metaphor until the next one arriv
104,mayb happen is never onc but like rippl mayb on water after the pebbl sink the rippl move on spread the pool attach by a narrow umbil watercord to the next pool which the first pool feed ha fed did feed let thi second pool contain a differ temperatur of water a differ molecular of have seen felt rememb reflect in a differ tone the infinit unchang sky it doe nt matter that pebbl s wateri echo whose fall it did not even see move across it surfac too at the origin ripplespac to the old ineradic rhythm think ye we are both father
104,becaus he seem to perceiv without stop in that passag through the hous which wa an unbroken continu of the long journey from virginia the paus not to greet hi famili but mere to pick up jone and drag him on out to the brierchok field and fallen fenc and clap ax or mattock into hi hand the one weak spot the one spot vulner to assault in miss rosa s embattl spinsterhood and to assault and carri thi in one stride with someth of the ruthless tactic skill of hi old master the twentythird mississippi wa in jackson s corp at one time
104,becaus you cant beat them you just flee and thank god you can flee can escap from that massi fivefootthick maggotcheesi solidar which overlay the earth in which men and women in coupl are rank and rack like ninepin thank to whatev god for that masculin hipless taper peg which fit light and glib to move where the cartridgechamb hip of women hold them fast goodby all right and one night he walk up the gangplank between the torch and probabl onli the lawyer there to see him off and thi not for godspe but to make sure that he actual took the boat
104,and it wa a year after he had remark without curios the volum of mail which she receiv and sent and that for a certain period of each forenoon she would sit at the worn scar rolltop desk in one of the scarceus and spars furnish downstair room write steadili befor he learn that what she receiv were busi and privat document with fifti differ postmark and what she sent were busi financi and religi to the presid and faculti and truste and advic person and practic to young girl student and even alumna of a dozen negro school and colleg through the south
103,and so when cora tull would tell me i wa not a true mother i would think how word go straight up in a thin line quick and harmless and how terribl do goe along the earth cling to it so that after a while the two line are too far apart for the same person to straddl from one to the other and that sin and love and fear arejust sound that peopl who never sin nor love nor fear have for what they never had and can not have until they forget the word lake cora who could never even cook
103,and mayb he had even thought about her by that time mayb at the time when he would be tell himself it cant be so he could not look at me like thi everi day and make no sign if it were so he would even tell himself she would be easi like when you have left the champagn on the supper tabl and are walk toward the whiskey on the sideboard and you happen to pass a cup of lemon sherbet on a tray and you look at the sherbet and tell yourself that would be easi too onli who want it
103,after our dinner of hot dog and by my father while bill neatli set three place at the father told bill to put on a jacket and a pair of shoe and come along with us to the musicale all bill want wa to stay upstair and watch the pro basketbal game on televis but as my father wouldn t let up about bill s failur to mix with peopl hi failur to make friend hi failur to go out in the even and have a good time bill gave in and agre that he would come after the music for the refresh
102,there were some among hi fellow citizen who believ even yet that there wa a nigger in the woodpil somewher rang from the one who believ that the plantat wa just a blind to hi actual dark avoc through the one who believ that he had found some way to juggl the cotton market itself and so get more per bale for hi cotton than honest men could to those who believ appar that the wild nigger which he had brought there had the power to actual conjur more cotton per acr from the soil than ani tame one had ever done
102,whi think rememberingremark that do not say to becom onc more for a period without boundari or locat in time mindless and irrat companion and inmat of a bodi which even after four year with a sort of dismal and incorrupt fidel which is incred admir to me is still immers and oblivi bemus in recollect of old peac and content the veri name of whose scent and sound i do not know that i rememb which ignor even the presenc and threat of a torn arm or leg as though through some secretli incur and infal promis and convict of mortal
102,becaus mayb he knew now that hi mother did nt know and never would know what she want and so he could nt beat her mayb he had learn from the octoroon that you cant beat women anyhow and that if you are wise or dislik troubl and uproar you do nt even tri to and he knew that all the lawyer want wa just the money and so if he just did nt make the mistak of believ that he could beat all of it if he just rememb to be quiet and be alert he could beat some of it
102,that wa whi it did not matter to either of them which one did the talk sinc it wa not the talk alon which did it perform and accomplish the overpass but some happi marriag of speak and hear wherein each befor the demand the requir forgav condon and forgot the fault of the both in the creat of thi shade whom they discuss rather exist in and in the hear and sift and discard the fals and conserv what seem true or fit the order to overpass to love where there might be paradox and inconsist but noth fault nor fals
102,then she stir he help lift her down she wa almost as light as clyti had been when she move it wa like a mechan doll so that he support and led her through the gate and up the short walk and into the dollsiz hous and turn on the light for her and look at the fix sleepwalk face the wide dark eye as she stood there still clutch the umbrella and the hatchet the shawl and the black dress both stain with dirt where she had fallen the black bonnet jerk forward and awri by the shock of the fall
102,how hi late brother charli who d die in marri fanni spitzer in how after fanni die fourteen year later charli marri sophi lasker how sophi wa a mother to milton rhoda kenni and jeanett how in onli twentyeight year old jeanett die how hi brother morri the goget prosper brother who die at twentynin had a shoelac factori down on pacif street where my grandfath use to put tip on the shoelac how morri had two hous and four garag how when he die he left hi fortun behind to a spendthrift wife who after morri s death bought a veli
102,in about one second flat he would fake the defens right left then cut left buttonhook take a bobbi rackstraw bullet right in the belli just a right again onli to turn and zoom straight down the center of the gardner dorsey the head coach blew hi whistl and bill came lope on back in that pigeonto way he had toss a long underhand spiral toward the line of scrimmag and call out head up baby whereupon one of the onlook besid roy would say ol bill would have gone all the way that time or roy might even say it himself
101,that wa what they saw though it wa year befor the town learn that that wa all which he possess at the strong spent hors and the cloth on hi back and a small saddlebag scarc larg enough to contain the spare linen and the razor and the two pistol of which miss coldfield told quentin with the butt worn smooth as pickhandl and which he use with the precis of knit needl later quentin s grandfath saw him ride at a canter around a sapl at twenti feet and put both bullet into a play card fasten to the tree
101,he came into that isol puritan countri household almost like sutpen himself came into jefferson appar complet without background or past or man a littl older than hi actual year and enclos and surround by a sort of scythian glitter who seem to have seduc the countri brother and sister without ani effort or particular desir to do so who caus all the pother and uproar yet from the moment when he realiz that sutpen wa go to prevent the marriag if he could he bon seem to have withdrawn into a mere spectat passiv a littl sardon and complet enigmat
101,we have a few old mouthtomouth tale we exhum from old trunk and box and drawer letter without salut or signatur in which men and women who onc live and breath are now mere initi or nicknam out of some now incomprehens affect which sound to us like sanskrit or chocktaw we see dimli peopl the peopl in whose live blood and seed we ourselv lay dormant and wait in thi shadowi attenu of time possess now heroic proport perform their act of simpl passion and simpl violenc impervi to time and inexplic ye judith bon henri sutpen all of them
101,and i wo nt say rag or even shoeless sinc we have been both long enough to have grown accustom to it onli thank god and thi restor my faith not in human natur perhap but at least in man that he realli doe not becom inur to hardship and privat it is onli the mind the gross omnivor carrionheavi soul which becom inur the bodi itself thank god never reconcil from the old soft feel of soap and clean linen and someth between the sole of the foot and the earth to distinguish it from the foot of a beast
101,or mayb she wa alreadi tell it befor he wa big enough to know word and so by the time he wa big enough to understand what wa be told him she had told it so much and so hard that the word did nt make sens to her anymor either becaus they did nt have to make sens to her and so she had got to the point where when she thought she wa say it she wa quiet and when she thought she wa quiet it wa just the hate and the furi and the unsleep and the unforget
101,and mayb thi wa one place where your old man wa right and they rode into oxford without touch sutpen s hundr and sign the compani roster and then hid somewher to wait and henri let bon write judith one letter they would send it by hand by a nigger that would steal into the quarter by night and give it to judith s maid and judith sent the pictur in the metal case and they rode on ahead to wait until the compani got through make flag and ride about the state tell girl farewel and start for the front
101,now she spoke for the first time sinc they had left jefferson sinc she had climb into the buggi with a kind of clumsi and fumbl and trembl eager which he thought deriv from terror alarm until he found that he wa quit wrong befor he could help her to sit on the extrem edg of the seat small in the fusti shawl and clutch the umbrella lean forward as if by lean forward she would arriv the sooner arriv immedi after the hors and befor he quentin would befor the prescienc of her desir and need could warn it consumm
101,he wa happi to read and he wa back out of hi life and with hudson and hi brother ride their hors into the tumbl white of breasthigh thistledown in the moonlight and gradual the click of dice and the low sound of the girl voic becam real again too so that when after a time he went out to make himself a whiskey and perrier to take back to hi read they seem when he saw them play to be actual human be do someth normal and not figur in some unbeliev play he had been brought unwillingli to attend
100,so they were certain now that he had depart to get more there were sever who even anticip in believ and even in say aloud now that he wa not present what sutpen s futur and then unborn sisterinlaw wa to tell quentin almost eighti year later that he had found some uniqu and practic way of hide loot and that he had return to the cach to replenish hi pocket even if he had not actual ridden with the two pistol back to the river and the steamboat full of gambler and cotton and slavedeal to replenish the cach
100,ye it wa henri who seduc judith not bon as wit the entir queerli placid cours of bon s and judith s engag if engag it ever wa last for a whole year yet compris two holiday visit as her brother s guest which bon seem to have spent either in ride and hunt with henri or as act as an eleg and indol esoter hothous bloom possess mere the name of a citi for origin histori and past about which ellen preen and flutter out her unwit butterfli s indian summer he the live man wa usurp you see
100,who even work labor sweat at the demon s behest dure that first furiou period while the demon believ he could restor by sheer indomit will the sutpen s hundr which he rememb and had lost labor with no hope of pay or reward who must have seen long befor the demon did or would admit it that the task wa jone who appar saw still in that furiou lecher wreck the old fine figur of the man who onc gallop on the black thoroughbr about that domain two boundari of which the eye could not see from ani point
100,it wa not the second the moment that he wa long about it wa the get to it the moment when they must have realiz believ at last that they were no longer travel move go the be still at last and in a fashion settl becaus they had done that befor on the road he rememb how one time the gradual differ in comfort between the presenc and absenc of shoe and warm cloth occur in one place a cowsh where the sister s babi wa born and as he told grandfath for all he could rememb conceiv too
100,and so he went into the hous and mayb somebodi look at him would have seen on hi face an express a good deal like the proffer with humil yet with pride too of complet he had use to see on henri s face and mayb he tell himself i not onli do nt know what it is i want but appar i am a good deal younger than i thought also and saw face to face the man who might be hi father and noth shock no hot commun flesh that speech would have been too slow even to
100,mayb he would know all the better what henri wa do becaus he did not know what he himself wa go to do that he would not know until all of a sudden some day it would burst clear and he would know then that he had known all the time what it would be so he did nt have to bother about himself and so all he had to do wa just to watch henri tri to reconcil what he henri knew he wa go to do with all the voic of hi hered and train which said no
100,even if there should be onli one person dead over a twoday period or as littl as half a person a day even if over a twoday period there should be onli one person who is slightli maimedthes critic will begin to talk as though the tragedi wa nt the overwhelm danger to which ten of thousand of our brave soldier were subject but the maim of one person out of onli ten thousand and what is more than like an outoftown who unlik our brave soldier had onli to remain at home to stay out of harm s way
